Tiempo,Temperatura (°C),Potencia Luz (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
0.025,23.15,0,0.0,0
0.34,23.14,0,0.0,0
0.655,22.94,0,0.0,0
0.961,22.8,0,0.0,0
1.286,22.94,0,0.0,0
1.588,22.72,0,0.0,0
1.897,22.79,0,0.0,0
2.21,22.8,0,0.0,0
2.522,22.75,0,0.0,0
2.839,22.85,0,0.0,0
2.839,23.04,0,0.0,0
3.149,22.97,0,0.0,0
3.471,23.09,0,0.0,0
3.774,23.12,0,0.0,0
4.098,22.92,0,0.0,0
4.407,23.04,0,0.0,0
4.713,23.07,0,0.0,0
5.034,22.94,0,0.0,0
5.336,22.95,0,0.0,0
5.649,23.12,0,0.0,0
5.967,23.1,0,0.0,0
6.281,23.12,0,0.0,0
6.599,23.14,0,0.0,0
6.906,23.15,0,0.0,0
7.223,22.85,0,0.0,0
7.523,22.87,0,0.0,0
7.848,22.84,0,0.0,0
8.156,22.77,0,0.0,0
8.464,22.77,0,0.0,0
8.775,22.79,0,0.0,0
9.098,22.85,0,0.0,0
9.415,22.85,0,0.0,0
9.74,22.87,0,0.0,0
9.74,22.85,0,0.0,0
10.05,22.77,0,0.0,0
10.365,22.85,0,0.0,0
10.673,22.85,0,0.0,0
10.981,22.84,0,0.0,0
11.299,22.85,0,0.0,0
11.607,23.02,0,0.0,0
11.916,23.0,0,0.0,0
12.233,23.07,0,0.0,0
12.543,23.04,0,0.0,0
12.851,22.89,0,0.0,0
13.176,22.75,0,0.0,0
13.483,22.77,0,0.0,0
13.801,22.79,0,0.0,0
14.102,22.89,0,0.0,0
14.426,22.84,0,0.0,0
14.727,22.75,0,0.0,0
15.05,22.77,0,0.0,0
15.358,22.57,0,0.0,0
15.674,22.68,0,0.0,0
15.982,22.74,0,0.0,0
16.29,22.84,0,0.0,0
16.606,23.05,0,0.0,0
16.922,22.87,0,0.0,0
17.239,22.89,0,0.0,0
17.239,22.77,0,0.0,0
17.541,22.9,0,0.0,0
17.858,23.0,0,0.0,0
18.167,23.17,0,0.0,0
18.476,23.12,0,0.0,0
18.791,23.17,0,0.0,0
19.107,23.12,0,0.0,0
19.418,23.0,0,0.0,0
19.735,23.14,0,0.0,0
20.042,23.05,0,0.0,0
20.364,22.99,0,0.0,0
20.666,23.04,0,0.0,0
20.983,22.99,0,0.0,0
21.301,23.0,0,0.0,0
21.601,23.07,0,0.0,0
21.925,22.97,0,0.0,0
22.229,23.02,0,0.0,0
22.546,23.02,0,0.0,0
22.862,22.94,0,0.0,0
23.171,22.97,0,0.0,0
23.481,22.97,0,0.0,0
