Tiempo,Temperatura (°C),Potencia Luz (%),Potencia Luz Aplicada (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
0.001,21.82,0,,0.0,0
0.289,21.8,0,,0.0,0
0.592,21.87,0,,0.0,0
0.911,21.85,0,,0.0,0
1.223,21.83,0,,0.0,0
1.534,21.97,0,,0.0,0
1.845,21.93,0,,0.0,0
2.159,22.02,0,,0.0,0
2.47,21.98,0,,0.0,0
2.782,21.92,0,,0.0,0
3.093,21.87,0,,0.0,0
3.405,21.85,0,,0.0,0
3.715,21.85,0,,0.0,0
4.042,21.85,0,,0.0,0
4.042,21.87,0,,0.0,0
4.369,21.87,0,,0.0,0
4.68,21.8,0,,0.0,0
4.993,21.77,0,,0.0,0
5.299,21.65,0,,0.0,0
5.608,21.55,0,,0.0,0
5.926,21.63,0,,0.0,0
6.235,21.68,0,,0.0,0
6.548,21.85,0,,0.0,0
6.861,21.95,0,,0.0,0
7.175,21.85,0,,0.0,0
7.488,21.88,0,,0.0,0
7.798,21.77,0,,0.0,0
8.11,21.82,0,,0.0,0
8.423,21.95,0,,0.0,0
8.729,21.88,0,,0.0,0
9.044,21.85,0,,0.0,0
9.359,21.6,0,,0.0,0
9.672,21.47,0,,0.0,0
9.987,21.58,0,,0.0,0
10.304,21.67,0,,0.0,0
10.62,21.8,0,,0.0,0
10.918,21.93,0,,0.0,0
11.244,21.9,0,,0.0,0
11.542,21.83,0,,0.0,0
11.855,21.83,0,,0.0,0
12.167,21.85,0,,0.0,0
12.169,21.83,0,,0.0,0
12.494,21.83,0,,0.0,0
12.805,21.83,0,,0.0,0
13.115,21.82,0,,0.0,0
13.429,21.83,0,,0.0,0
13.739,21.9,0,,0.0,0
14.05,21.93,0,,0.0,0
14.363,21.98,0,,0.0,0
14.674,21.97,0,,0.0,0
14.988,21.95,0,,0.0,0
15.298,21.75,0,,0.0,0
15.609,21.75,0,,0.0,0
15.921,21.62,0,,0.0,0
16.233,21.65,0,,0.0,0
16.555,21.8,0,,0.0,0
16.866,21.72,0,,0.0,0
17.177,21.82,0,,0.0,0
17.489,21.75,0,,0.0,0
17.801,21.83,0,,0.0,0
18.113,22.02,0,,0.0,0
18.425,22.0,0,,0.0,0
18.737,22.15,0,,0.0,0
19.048,22.1,0,,0.0,0
19.36,22.08,0,,0.0,0
19.674,21.95,0,,0.0,0
19.987,21.8,0,,0.0,0
20.302,21.8,0,,0.0,0
20.303,21.8,0,,0.0,0
20.616,21.77,0,,0.0,0
20.928,21.8,0,,0.0,0
21.24,21.85,0,,0.0,0
21.55,21.88,0,,0.0,0
21.864,21.87,0,,0.0,0
22.172,21.82,0,,0.0,0
22.483,21.8,0,,0.0,0
22.796,21.7,0,,0.0,0
23.107,21.7,0,,0.0,0
23.421,21.65,0,,0.0,0
23.734,21.57,0,,0.0,0
24.049,21.53,0,,0.0,0
24.361,21.47,0,,0.0,0
24.671,21.6,0,,0.0,0
24.985,21.68,0,,0.0,0
25.3,21.78,0,,0.0,0
25.612,21.92,0,,0.0,0
25.923,21.92,0,,0.0,0
26.234,21.77,0,,0.0,0
26.544,21.65,0,,0.0,0
26.856,21.57,0,,0.0,0
27.167,21.43,0,,0.0,0
27.48,21.43,0,,0.0,0
27.794,21.62,0,,0.0,0
28.105,21.73,0,,0.0,0
28.433,21.78,0,,0.0,0
28.434,21.83,0,,0.0,0
28.76,21.77,0,,0.0,0
29.071,21.7,0,,0.0,0
29.382,21.72,0,,0.0,0
29.695,21.75,0,,0.0,0
30.007,21.73,0,,0.0,0
30.319,21.75,0,,0.0,0
30.632,21.73,0,,0.0,0
30.943,21.78,0,,0.0,0
31.255,21.82,0,,0.0,0
31.567,21.9,0,,0.0,0
31.881,21.82,0,,0.0,0
32.192,21.78,0,,0.0,0
32.502,21.75,0,,0.0,0
32.816,21.62,0,,0.0,0
33.125,21.65,0,,0.0,0
33.437,21.7,0,,0.0,0
33.749,21.6,0,,0.0,0
34.059,21.52,0,,0.0,0
34.372,21.62,0,,0.0,0
34.683,21.5,0,,0.0,0
35.01,21.62,0,,0.0,0
35.308,21.65,0,,0.0,0
35.636,21.6,0,,0.0,0
35.963,21.9,0,,0.0,0
35.964,21.85,0,,0.0,0
36.276,22.0,0,,0.0,0
36.586,21.93,0,,0.0,0
36.899,21.75,0,,0.0,0
37.21,21.82,0,,0.0,0
37.523,21.78,0,,0.0,0
37.833,21.93,0,,0.0,0
38.143,21.92,0,,0.0,0
38.454,21.82,0,,0.0,0
38.768,21.63,0,,0.0,0
39.081,21.7,0,,0.0,0
39.393,21.68,0,,0.0,0
39.705,21.65,0,,0.0,0
40.017,21.75,0,,0.0,0
40.329,21.43,0,,0.0,0
40.642,21.35,0,,0.0,0
40.954,21.45,0,,0.0,0
41.27,21.42,0,,0.0,0
41.586,21.52,0,,0.0,0
41.887,21.65,0,,0.0,0
42.203,21.68,0,,0.0,0
42.517,21.7,0,,0.0,0
42.83,21.7,0,,0.0,0
43.141,21.73,0,,0.0,0
43.45,21.68,0,,0.0,0
43.762,21.68,0,,0.0,0
44.075,21.68,0,,0.0,0
44.076,21.7,0,,0.0,0
44.388,21.72,0,,0.0,0
44.702,21.57,0,,0.0,0
45.012,21.47,0,,0.0,0
45.34,21.47,0,,0.0,0
45.652,21.55,0,,0.0,0
45.979,21.75,0,,0.0,0
46.289,21.97,0,,0.0,0
46.598,22.03,0,,0.0,0
46.912,21.95,0,,0.0,0
47.225,21.83,0,,0.0,0
47.536,21.63,0,,0.0,0
47.847,21.53,0,,0.0,0
48.159,21.5,0,,0.0,0
48.473,21.42,0,,0.0,0
48.784,21.55,0,,0.0,0
49.094,21.58,0,,0.0,0
49.408,21.63,0,,0.0,0
49.72,21.82,0,,0.0,0
50.031,21.72,0,,0.0,0
50.341,21.82,0,,0.0,0
50.654,21.8,0,,0.0,0
50.966,21.72,0,,0.0,0
51.277,21.7,0,,0.0,0
51.603,21.62,0,,0.0,0
51.605,21.7,0,,0.0,0
51.915,21.7,0,,0.0,0
52.229,21.78,0,,0.0,0
52.539,21.9,0,,0.0,0
52.85,21.75,0,,0.0,0
53.161,21.77,0,,0.0,0
53.473,21.62,0,,0.0,0
53.783,21.6,0,,0.0,0
54.094,21.77,0,,0.0,0
54.406,21.83,0,,0.0,0
54.716,21.83,0,,0.0,0
55.027,21.77,0,,0.0,0
55.339,21.65,0,,0.0,0
55.665,21.6,0,,0.0,0
55.977,21.55,0,,0.0,0
56.285,21.63,0,,0.0,0
56.6,21.7,0,,0.0,0
56.912,21.65,0,,0.0,0
57.224,21.7,0,,0.0,0
57.535,21.63,0,,0.0,0
57.845,21.63,0,,0.0,0
58.158,21.62,0,,0.0,0
58.471,21.55,0,,0.0,0
58.783,21.63,0,,0.0,0
59.094,21.57,0,,0.0,0
59.407,21.58,0,,0.0,0
59.719,21.72,0,,0.0,0
60.031,21.65,0,,0.0,0
60.032,21.67,0,,0.0,0
60.344,21.52,0,,0.0,0
60.655,21.48,0,,0.0,0
60.968,21.42,0,,0.0,0
61.277,21.45,0,,0.0,0
61.59,21.6,0,,0.0,0
61.916,21.7,0,,0.0,0
62.228,21.78,0,,0.0,0
62.54,21.75,0,,0.0,0
62.852,21.67,0,,0.0,0
63.163,21.53,0,,0.0,0
63.474,21.45,0,,0.0,0
63.786,21.38,0,,0.0,0
64.1,21.47,0,,0.0,0
64.411,21.32,0,,0.0,0
64.724,21.4,0,,0.0,0
65.036,21.45,0,,0.0,0
65.347,21.58,0,,0.0,0
65.66,21.73,0,,0.0,0
65.972,21.6,0,,0.0,0
66.283,21.6,0,,0.0,0
66.595,21.62,0,,0.0,0
66.905,21.67,0,,0.0,0
67.218,21.68,0,,0.0,0
