Tiempo,Temperatura (°C),Potencia Luz (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
0.001,20.22,0,0.0,0
0.287,20.35,0,0.0,0
0.597,20.3,0,0.0,0
0.924,20.43,0,0.0,0
0.925,20.32,0,0.0,0
1.237,20.3,0,0.0,0
1.562,20.13,0,0.0,0
1.873,20.03,0,0.0,0
2.183,20.15,0,0.0,0
2.494,20.08,0,0.0,0
2.808,20.18,0,0.0,0
3.122,20.17,0,0.0,0
3.432,20.07,0,0.0,0
3.741,20.15,0,0.0,0
4.051,20.07,0,0.0,0
4.363,20.22,0,0.0,0
4.689,20.22,0,0.0,0
5.001,20.15,0,0.0,0
5.312,20.2,0,0.0,0
5.621,20.17,0,0.0,0
5.93,20.2,0,0.0,0
6.243,20.35,0,0.0,0
6.553,20.4,0,0.0,0
6.862,20.37,0,0.0,0
7.186,20.45,0,0.0,0
7.498,20.38,0,0.0,0
7.809,20.18,0,0.0,0
7.81,20.2,0,0.0,0
8.12,20.12,0,0.0,0
8.431,20.23,0,0.0,0
8.742,20.22,0,0.0,0
9.051,20.08,0,0.0,0
9.362,20.05,0,0.0,0
9.673,19.93,0,0.0,0
9.999,19.98,0,0.0,0
10.31,20.15,0,0.0,0
10.622,20.32,0,0.0,0
10.934,20.38,0,0.0,0
11.244,20.3,0,0.0,0
11.554,20.1,0,0.0,0
11.864,20.0,0,0.0,0
12.174,19.97,0,0.0,0
12.501,20.07,0,0.0,0
12.811,20.2,0,0.0,0
13.124,20.4,0,0.0,0
13.437,20.43,0,0.0,0
13.747,20.43,0,0.0,0
14.057,20.33,0,0.0,0
14.367,20.22,0,0.0,0
14.676,20.17,0,0.0,0
14.986,20.17,0,0.0,0
15.312,20.05,0,0.0,0
15.313,20.07,0,0.0,0
15.621,20.2,0,0.0,0
15.932,20.17,0,0.0,0
16.242,20.22,0,0.0,0
16.552,20.3,0,0.0,0
16.863,20.17,0,0.0,0
17.187,20.23,0,0.0,0
17.497,20.23,0,0.0,0
17.808,20.15,0,0.0,0
18.12,20.2,0,0.0,0
18.429,20.22,0,0.0,0
18.74,20.32,0,0.0,0
19.052,20.33,0,0.0,0
19.362,20.4,0,0.0,0
19.675,20.27,0,0.0,0
20.0,20.25,0,0.0,0
20.312,20.3,0,0.0,0
20.624,20.18,0,0.0,0
20.935,20.23,0,0.0,0
21.245,20.18,0,0.0,0
21.556,20.23,0,0.0,0
21.865,20.33,0,0.0,0
22.175,20.32,0,0.0,0
22.5,20.32,0,0.0,0
22.809,20.02,0,0.0,0
22.81,20.07,0,0.0,0
23.121,20.28,0,0.0,0
23.432,20.45,0,0.0,0
23.742,20.42,0,0.0,0
24.052,20.55,0,0.0,0
24.364,20.32,0,0.0,0
24.676,20.28,0,0.0,0
24.988,20.33,0,0.0,0
25.299,20.2,0,0.0,0
25.628,20.28,0,0.0,0
25.94,20.17,0,0.0,0
26.266,20.12,0,0.0,0
26.574,20.12,0,0.0,0
26.885,20.08,0,0.0,0
27.196,20.22,0,0.0,0
27.507,20.2,0,0.0,0
27.818,20.23,0,0.0,0
28.129,20.23,0,0.0,0
28.456,20.22,0,0.0,0
28.782,20.15,0,0.0,0
29.09,20.05,0,0.0,0
29.4,20.07,0,0.0,0
29.713,20.02,0,0.0,0
29.714,19.93,0,0.0,0
30.025,20.13,0,0.0,0
30.341,20.18,0,0.0,0
30.658,20.17,0,0.0,0
30.974,20.18,0,0.0,0
31.289,20.15,0,0.0,0
31.598,20.15,0,0.0,0
31.909,20.33,0,0.0,0
32.233,20.38,0,0.0,0
32.545,20.27,0,0.0,0
32.855,20.25,0,0.0,0
33.163,20.12,0,0.0,0
33.474,20.12,0,0.0,0
33.785,20.2,0,0.0,0
34.111,20.17,0,0.0,0
34.422,20.15,0,0.0,0
34.733,20.1,0,0.0,0
35.044,20.08,0,0.0,0
35.357,20.22,0,0.0,0
35.667,20.2,0,0.0,0
35.978,20.18,0,0.0,0
36.287,20.27,0,0.0,0
36.598,20.18,0,0.0,0
36.91,20.12,0,0.0,0
36.911,20.05,0,0.0,0
37.221,20.0,0,0.0,0
37.544,20.08,0,0.0,0
37.855,20.13,0,0.0,0
38.167,20.27,0,0.0,0
38.48,20.27,0,0.0,0
38.793,20.1,0,0.0,0
39.104,20.28,0,0.0,0
39.414,20.18,0,0.0,0
39.727,20.23,0,0.0,0
40.036,20.27,0,0.0,0
40.349,20.33,0,0.0,0
40.672,20.25,0,0.0,0
40.983,20.22,0,0.0,0
41.295,20.35,0,0.0,0
41.605,20.33,0,0.0,0
41.916,20.48,0,0.0,0
42.227,20.47,0,0.0,0
42.538,20.35,0,0.0,0
42.848,20.33,0,0.0,0
43.159,20.28,0,0.0,0
43.471,20.22,0,0.0,0
43.796,20.08,0,0.0,0
44.108,20.12,0,0.0,0
44.108,20.22,0,0.0,0
44.416,20.23,0,0.0,0
44.728,20.28,0,0.0,0
45.039,20.17,0,0.0,0
45.348,20.15,0,0.0,0
45.658,20.13,0,0.0,0
45.985,20.25,0,0.0,0
46.295,20.42,0,0.0,0
46.606,20.55,0,0.0,0
46.916,20.55,0,0.0,0
47.228,20.45,0,0.0,0
47.539,20.28,0,0.0,0
47.85,20.2,0,0.0,0
48.164,20.1,0,0.0,0
48.476,20.1,0,0.0,0
48.785,20.12,0,0.0,0
49.11,19.97,0,0.0,0
49.423,20.0,0,0.0,0
49.732,20.07,0,0.0,0
50.045,20.1,0,0.0,0
50.354,20.27,0,0.0,0
50.667,20.32,0,0.0,0
50.98,20.32,0,0.0,0
51.292,20.43,0,0.0,0
51.601,20.5,0,0.0,0
51.913,20.43,0,0.0,0
51.914,20.38,0,0.0,0
52.225,20.3,0,0.0,0
52.534,20.1,0,0.0,0
52.847,20.13,0,0.0,0
53.16,20.13,0,0.0,0
53.484,20.12,0,0.0,0
53.795,20.07,0,0.0,0
54.105,20.12,0,0.0,0
54.414,20.03,0,0.0,0
54.726,20.08,0,0.0,0
55.038,20.22,0,0.0,0
55.349,20.13,0,0.0,0
55.658,20.0,0,0.0,0
55.985,20.0,0,0.0,0
56.295,19.93,0,0.0,0
56.604,19.93,0,0.0,0
56.915,19.83,0,0.0,0
57.226,20.1,0,0.0,0
57.538,20.2,0,0.0,0
57.849,20.27,0,0.0,0
58.162,20.32,0,0.0,0
58.474,20.25,0,0.0,0
58.784,20.12,0,0.0,0
59.11,20.07,0,0.0,0
59.111,20.1,0,0.0,0
59.422,20.23,0,0.0,0
59.735,20.18,0,0.0,0
60.047,20.35,0,0.0,0
60.357,20.3,0,0.0,0
60.668,20.13,0,0.0,0
60.979,20.12,0,0.0,0
61.292,20.05,0,0.0,0
61.607,20.12,0,0.0,0
61.922,20.22,0,0.0,0
62.237,20.2,0,0.0,0
62.551,20.23,0,0.0,0
62.875,20.17,0,0.0,0
63.186,20.1,0,0.0,0
63.496,20.18,0,0.0,0
63.81,20.07,0,0.0,0
64.121,20.1,0,0.0,0
64.432,20.23,0,0.0,0
64.744,20.35,0,0.0,0
65.055,20.43,0,0.0,0
65.366,20.43,0,0.0,0
65.679,20.3,0,0.0,0
65.988,20.15,0,0.0,0
66.299,20.1,0,0.0,0
66.625,20.15,0,0.0,0
66.626,20.18,0,0.0,0
66.936,20.07,0,0.0,0
67.248,20.07,0,0.0,0
67.558,19.93,0,0.0,0
67.87,19.83,0,0.0,0
68.183,20.03,0,0.0,0
68.494,20.13,0,0.0,0
68.803,20.12,0,0.0,0
69.114,20.22,0,0.0,0
69.426,20.15,0,0.0,0
69.737,20.12,0,0.0,0
70.064,20.18,0,0.0,0
70.375,20.15,0,0.0,0
70.684,20.12,0,0.0,0
70.998,20.07,0,0.0,0
71.308,20.08,0,0.0,0
71.616,20.1,0,0.0,0
71.93,20.18,0,0.0,0
72.24,20.32,0,0.0,0
72.55,20.15,0,0.0,0
72.876,20.17,0,0.0,0
73.204,20.15,0,0.0,0
73.205,20.15,0,0.0,0
73.515,20.18,0,0.0,0
73.826,20.07,0,0.0,0
74.14,20.07,0,0.0,0
74.45,20.02,0,0.0,0
74.761,20.03,0,0.0,0
75.071,20.28,0,0.0,0
75.385,20.15,0,0.0,0
75.695,20.15,0,0.0,0
76.007,20.15,0,0.0,0
76.318,20.27,0,0.0,0
76.63,20.3,0,0.0,0
76.941,20.3,0,0.0,0
77.253,20.28,0,0.0,0
77.579,20.08,0,0.0,0
77.89,20.05,0,0.0,0
78.204,19.97,0,0.0,0
78.513,19.95,0,0.0,0
78.825,19.97,0,0.0,0
79.134,20.08,0,0.0,0
79.443,20.2,0,0.0,0
79.753,20.22,0,0.0,0
80.065,20.25,0,0.0,0
80.392,20.17,0,0.0,0
80.689,20.12,0,0.0,0
81.015,20.12,0,0.0,0
81.015,20.13,0,0.0,0
81.322,20.1,0,0.0,0
81.636,20.07,0,0.0,0
81.947,20.0,0,0.0,0
82.258,20.08,0,0.0,0
82.569,20.27,0,0.0,0
82.877,20.3,0,0.0,0
83.19,20.25,0,0.0,0
83.504,20.17,0,0.0,0
83.829,20.17,0,0.0,0
84.129,20.07,83,0.0,0
84.452,20.23,83,0.0,0
84.763,20.15,82,0.0,0
85.074,20.15,81,0.0,0
85.385,20.12,80,0.0,0
85.691,20.25,80,0.0,0
86.006,20.43,80,0.0,0
86.317,20.28,80,0.0,0
86.627,20.3,80,0.0,0
86.952,20.27,80,0.0,0
87.262,19.8,80,0.0,0
87.574,19.93,80,0.0,0
87.886,19.93,80,0.0,0
88.197,19.87,80,0.0,0
88.51,20.07,80,0.0,0
88.511,20.23,80,0.0,0
88.822,20.28,80,0.0,0
89.132,20.38,80,0.0,0
89.444,20.48,80,0.0,0
89.753,20.38,80,0.0,0
90.079,20.3,80,0.0,0
90.388,20.32,80,0.0,0
90.694,20.25,80,0.0,0
91.009,20.32,80,0.0,0
91.32,20.38,80,0.0,84
91.63,20.5,80,0.0,84
91.942,20.52,80,0.0,84
92.254,20.52,80,584.4,85
92.881,20.47,80,584.4,87
93.198,20.32,80,584.4,89
93.512,20.28,80,845.23,89
93.824,20.32,80,845.23,90
94.133,20.2,80,845.23,90
94.444,20.25,80,1318.03,90
94.753,20.32,80,1318.03,90
95.065,20.47,80,1318.03,90
95.391,20.47,80,2105.23,90
95.702,20.45,80,2105.23,90
96.013,20.4,80,2105.23,90
96.326,20.35,80,2105.23,90
96.637,20.37,80,2886.43,90
96.948,20.48,80,2886.43,90
97.261,20.58,80,2886.43,90
97.571,20.58,80,3080.83,90
97.883,20.5,80,3080.83,90
98.194,20.53,80,3080.83,90
98.504,20.75,80,3601.2,90
98.815,20.78,80,3601.2,90
99.142,20.9,80,3601.2,90
99.143,20.93,80,3601.2,90
99.452,20.77,80,3909.6,90
99.764,20.78,80,3909.6,90
100.079,20.8,80,3909.6,90
100.389,20.8,80,3900.0,90
100.7,20.87,80,3900.0,90
101.01,20.72,80,3900.0,90
101.321,20.65,80,3902.4,90
101.629,20.62,80,3902.4,90
101.942,20.62,80,3902.4,90
102.253,20.77,80,3902.4,90
102.579,20.83,80,3906.0,90
102.891,20.97,80,3906.0,90
103.203,21.07,80,3906.0,90
103.515,20.97,80,3912.0,90
103.828,20.93,80,3912.0,90
104.139,20.95,80,3912.0,90
104.449,20.88,80,3902.4,90
104.757,20.92,80,3902.4,90
105.07,20.92,80,3902.4,90
105.381,20.83,80,3902.4,90
105.694,20.77,80,3913.2,90
106.006,20.83,80,3913.2,90
106.316,20.85,80,3913.2,90
106.628,20.88,80,3914.4,90
106.954,21.0,80,3914.4,90
106.955,20.92,80,3914.4,90
107.265,20.98,80,3912.0,90
107.574,20.93,80,3912.0,90
107.887,20.92,80,3912.0,90
108.198,21.03,80,3912.0,90
108.508,20.92,80,3913.2,90
108.818,21.13,80,3913.2,90
109.128,21.12,80,3913.2,90
109.441,21.07,80,3926.4,90
109.752,21.18,80,3926.4,90
110.078,20.95,80,3926.4,90
110.388,20.92,80,3931.2,90
