Tiempo,Temperatura (°C),Potencia Luz (%),Potencia Luz Aplicada (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
0.008,23.52,0,,0.0,0
0.01,23.54,0,,0.0,0
0.301,23.59,0,,0.0,0
0.619,23.69,0,,0.0,0
0.931,23.66,0,,0.0,0
1.246,23.71,0,,0.0,0
1.553,23.67,0,,0.0,0
1.874,23.61,0,,0.0,0
2.176,23.62,0,,0.0,0
2.494,23.57,0,,0.0,0
2.798,23.59,0,,0.0,0
3.116,23.52,0,,0.0,0
3.439,23.64,0,,0.0,0
3.748,23.52,0,,0.0,0
3.748,23.51,0,,0.0,0
4.365,23.54,0,,0.0,0
4.365,23.49,0,,0.0,0
4.679,23.67,0,,0.0,0
4.988,23.83,0,,0.0,0
5.313,23.81,0,,0.0,0
5.614,23.79,0,,0.0,0
5.93,23.74,0,,0.0,0
6.246,23.78,0,,0.0,0
6.564,23.74,0,,0.0,0
6.888,23.84,0,,0.0,0
7.197,23.83,0,,0.0,0
7.509,23.62,0,,0.0,0
7.818,23.76,0,,0.0,0
8.142,23.54,0,,0.0,0
8.442,23.52,0,,0.0,0
8.767,23.61,0,,0.0,0
9.084,23.62,0,,0.0,0
9.401,23.66,0,,0.0,0
9.709,23.64,0,,0.0,0
10.027,23.67,0,,0.0,0
10.345,23.52,0,,0.0,0
10.647,23.57,0,,0.0,0
10.647,23.62,0,,0.0,0
10.961,23.49,0,,0.0,0
11.269,23.46,0,,0.0,0
11.585,23.52,0,,0.0,0
11.894,23.25,0,,0.0,0
12.214,23.34,0,,0.0,0
12.524,23.37,0,,0.0,0
12.835,23.56,0,,0.0,0
13.153,23.66,0,,0.0,0
13.461,23.61,0,,0.0,0
13.779,23.71,0,,0.0,0
14.082,23.52,0,,0.0,0
14.4,23.54,0,,0.0,0
14.719,23.57,0,,0.0,0
15.029,23.71,0,,0.0,0
15.331,23.69,0,,0.0,0
15.649,23.78,0,,0.0,0
15.957,23.89,0,,0.0,0
16.278,23.57,0,,0.0,0
16.596,23.54,0,,0.0,0
16.914,23.76,0,,0.0,0
17.23,23.54,0,,0.0,0
17.547,23.59,0,,0.0,0
17.55,23.62,0,,0.0,0
18.161,23.62,0,,0.0,0
18.162,23.64,0,,0.0,0
18.478,23.98,0,,0.0,0
18.787,23.83,0,,0.0,0
19.102,23.68,0,,0.0,0
19.419,23.69,0,,0.0,0
19.727,23.32,0,,0.0,0
20.037,23.68,0,,0.0,0
20.361,23.79,0,,0.0,0
20.686,23.78,0,,0.0,0
20.997,23.84,0,,0.0,0
21.306,23.56,0,,0.0,0
21.615,23.47,0,,0.0,0
21.935,23.34,0,,0.0,0
22.253,23.2,0,,0.0,0
22.57,23.24,0,,0.0,0
22.881,23.61,0,,0.0,0
23.191,23.69,0,,0.0,0
23.511,23.69,0,,0.0,0
23.828,23.79,0,,0.0,0
24.129,23.42,0,,0.0,0
24.446,23.51,0,,0.0,0
24.762,23.61,0,,0.0,0
24.762,23.66,0,,0.0,0
25.071,23.71,0,,0.0,0
25.388,23.76,0,,0.0,0
25.695,23.73,0,,0.0,0
26.006,23.74,0,,0.0,0
26.317,23.71,0,,0.0,0
26.642,23.83,0,,0.0,0
26.967,23.91,0,,0.0,0
27.279,23.86,0,,0.0,0
27.589,23.91,0,,0.0,0
27.9,23.79,0,,0.0,0
28.21,23.76,0,,0.0,0
28.52,23.76,0,,0.0,0
28.838,23.54,0,,0.0,0
29.149,23.56,0,,0.0,0
29.468,23.64,0,,0.0,0
29.777,23.62,0,,0.0,0
30.085,23.91,0,,0.0,0
30.404,23.99,0,,0.0,0
30.705,23.91,0,,0.0,0
31.023,23.94,0,,0.0,0
31.332,23.93,0,,0.0,0
31.656,23.61,0,,0.0,0
31.657,23.69,0,,0.0,0
31.963,23.83,0,,0.0,0
32.28,23.68,0,,0.0,0
32.588,23.54,0,,0.0,0
32.896,23.56,0,,0.0,0
33.204,23.47,0,,0.0,0
33.529,23.57,0,,0.0,0
33.83,23.83,0,,0.0,0
34.152,23.64,0,,0.0,0
34.467,23.69,0,,0.0,0
34.775,23.66,0,,0.0,0
35.091,23.52,0,,0.0,0
35.399,23.52,0,,0.0,0
35.718,23.49,0,,0.0,0
36.027,23.47,0,,0.0,0
36.344,23.56,0,,0.0,0
36.646,23.59,0,,0.0,0
36.957,23.61,0,,0.0,0
37.283,23.74,0,,0.0,0
37.609,23.64,0,,0.0,0
37.911,23.74,0,,0.0,0
38.229,23.73,0,,0.0,0
38.545,23.66,0,,0.0,0
38.854,23.61,0,,0.0,0
38.855,23.88,0,,0.0,0
39.164,23.84,0,,0.0,0
39.476,23.79,0,,0.0,0
39.784,23.76,0,,0.0,0
40.103,23.47,0,,0.0,0
40.41,23.49,0,,0.0,0
40.73,23.39,0,,0.0,0
41.04,23.56,0,,0.0,0
41.349,23.62,0,,0.0,0
41.658,23.64,0,,0.0,0
41.976,23.56,0,,0.0,0
42.284,23.36,0,,0.0,0
42.602,23.49,0,,0.0,0
42.919,23.54,0,,0.0,0
43.229,23.56,0,,0.0,0
43.536,23.78,0,,0.0,0
43.853,23.71,0,,0.0,0
44.161,23.71,0,,0.0,0
44.479,23.69,0,,0.0,0
44.797,23.64,0,,0.0,0
45.1,23.64,0,,0.0,0
45.416,23.76,0,,0.0,0
45.723,23.79,0,,0.0,0
46.046,23.89,0,,0.0,0
46.051,23.81,0,,0.0,0
46.348,23.59,0,,0.0,0
46.665,23.74,0,,0.0,0
46.98,23.79,0,,0.0,0
47.285,24.05,0,,0.0,0
47.599,24.13,0,,0.0,0
47.914,24.13,0,,0.0,0
48.22,24.18,0,,0.0,0
48.551,23.76,0,,0.0,0
48.888,23.78,0,,0.0,0
49.182,23.52,0,,0.0,0
49.493,23.22,0,,0.0,0
49.809,23.41,0,,0.0,0
50.123,23.36,0,,0.0,0
50.433,23.59,0,,0.0,0
50.741,23.57,0,,0.0,0
51.052,23.64,0,,0.0,0
51.368,23.71,0,,0.0,0
51.679,23.73,0,,0.0,0
52.001,23.81,0,,0.0,0
52.314,23.84,0,,0.0,0
52.632,23.74,0,,0.0,0
52.947,23.64,0,,0.0,0
52.947,23.64,0,,0.0,0
53.266,23.67,0,,0.0,0
53.566,23.66,0,,0.0,0
53.882,24.05,0,,0.0,0
54.189,24.06,0,,0.0,0
54.512,24.03,0,,0.0,0
54.82,24.03,0,,0.0,0
55.128,23.84,0,,0.0,0
