Tiempo,Temperatura (°C),Potencia Luz (%),Potencia Luz Aplicada (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
0.18,22.38,0,,0.0,0
0.489,22.43,0,,0.0,0
0.802,22.42,0,,0.0,0
1.113,22.42,0,,0.0,0
1.428,22.3,0,,0.0,0
1.739,22.27,0,,0.0,0
2.051,22.23,0,,0.0,0
2.052,22.2,0,,0.0,0
2.363,22.28,0,,0.0,0
2.674,22.15,0,,0.0,0
2.988,22.13,0,,0.0,0
3.301,22.18,0,,0.0,0
3.615,22.13,0,,0.0,0
3.926,22.28,0,,0.0,0
4.24,22.28,0,,0.0,0
4.551,22.23,0,,0.0,0
4.862,22.23,0,,0.0,0
5.172,22.15,0,,0.0,0
5.487,22.12,0,,0.0,0
5.8,22.23,0,,0.0,0
6.116,22.32,0,,0.0,0
6.427,22.33,0,,0.0,0
6.737,22.43,0,,0.0,0
7.049,22.3,0,,0.0,0
7.362,22.22,0,,0.0,0
7.679,22.2,0,,0.0,0
7.993,22.17,0,,0.0,0
8.306,22.08,0,,0.0,0
8.617,22.17,0,,0.0,0
8.928,22.23,0,,0.0,0
9.24,22.32,0,,0.0,0
9.55,22.37,0,,0.0,0
9.862,22.28,0,,0.0,0
10.172,22.32,0,,0.0,0
10.177,22.32,0,,0.0,0
10.482,22.37,0,,0.0,0
10.791,22.38,0,,0.0,0
11.106,22.4,0,,0.0,0
11.419,22.33,0,,0.0,0
11.73,22.35,0,,0.0,0
12.044,22.32,0,,0.0,0
12.357,22.23,0,,0.0,0
12.669,22.3,0,,0.0,0
12.982,22.27,0,,0.0,0
13.292,22.23,0,,0.0,0
13.604,22.38,0,,0.0,0
13.917,22.1,0,,0.0,0
14.229,22.15,0,,0.0,0
14.555,22.18,0,,0.0,0
14.864,22.1,0,,0.0,0
15.175,22.38,0,,0.0,0
15.488,22.23,0,,0.0,0
15.801,22.3,0,,0.0,0
16.113,22.3,0,,0.0,0
16.424,22.22,0,,0.0,0
16.737,22.27,0,,0.0,0
17.049,22.23,0,,0.0,0
17.36,22.25,0,,0.0,0
17.672,22.33,0,,0.0,0
17.984,22.32,0,,0.0,0
18.294,22.35,0,,0.0,0
18.605,22.5,0,,0.0,0
18.606,22.53,0,,0.0,0
18.93,22.5,0,,0.0,0
19.244,22.55,0,,0.0,0
19.557,22.37,0,,0.0,0
19.883,22.25,0,,0.0,0
20.195,22.28,0,,0.0,0
20.506,22.22,0,,0.0,0
20.819,22.25,0,,0.0,0
21.13,22.23,0,,0.0,0
21.441,22.2,0,,0.0,0
21.752,22.12,0,,0.0,0
22.065,22.12,0,,0.0,0
22.377,22.23,0,,0.0,0
22.691,22.18,0,,0.0,0
23.003,22.32,0,,0.0,0
23.313,22.42,0,,0.0,0
23.626,22.33,0,,0.0,0
