Tiempo (s),Temperatura (°C),Potencia Luz (%),Potencia Luz Aplicada (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
558.384,28.03,,49.88,900.0,0
558.696,28.05,,49.35,900.0,0
558.701,27.98,,51.43,240.0,0
559.018,28.31,,41.44,240.0,0
559.329,28.26,,42.98,240.0,0
559.64,28.4,,38.75,240.0,0
559.952,28.5,,35.58,420.0,0
560.261,28.24,,43.38,420.0,0
560.572,28.53,,34.42,420.0,0
560.894,28.57,,33.31,210.0,0
561.21,28.53,,34.3,210.0,0
561.519,28.62,,31.6,210.0,0
561.831,28.59,,32.54,990.0,0
562.139,28.34,,39.83,990.0,0
562.449,28.59,,32.44,990.0,0
562.757,28.38,,38.7,990.0,0
563.085,28.26,,42.32,60.0,0
563.393,28.17,,44.9,60.0,0
563.706,28.15,,45.41,60.0,0
564.018,28.1,,46.96,600.0,0
564.326,26.83,,85.1,600.0,0
564.638,26.88,,83.63,600.0,0
564.948,27.23,,73.32,1350.0,0
565.259,27.46,,66.56,1350.0,0
565.571,28.87,,24.29,1350.0,0
565.894,28.59,,32.6,1350.0,0
566.202,28.26,,42.52,180.0,0
566.517,27.63,,61.38,180.0,0
566.827,27.89,,53.51,180.0,0
567.134,27.98,,50.91,30.0,0
567.444,28.33,,40.41,30.0,0
567.446,28.28,,41.94,30.0,0
567.771,28.41,,37.66,90.0,0
568.084,28.36,,39.19,90.0,0
568.397,28.61,,31.68,90.0,0
568.707,28.71,,28.49,0.0,0
569.017,28.73,,27.79,0.0,0
569.329,28.73,,27.71,0.0,0
569.643,28.14,,45.62,0.0,0
569.954,28.03,,48.73,0.0,0
570.263,27.8,,55.61,0.0,0
570.575,28.15,,45.09,0.0,0
570.885,28.52,,34.04,0.0,0
571.198,28.52,,33.99,0.0,0
571.508,28.68,,29.18,0.0,0
571.834,28.68,,29.12,0.0,0
572.143,28.71,,27.91,0.0,0
572.454,28.82,,24.71,0.0,0
572.764,28.9,,21.97,0.0,0
573.072,28.5,,33.97,60.0,0
573.385,28.92,,21.26,60.0,0
573.698,28.87,,22.68,60.0,0
574.022,28.84,,23.66,10320.0,0
574.328,28.84,,23.57,10320.0,0
574.638,28.87,,22.42,10320.0,0
574.961,28.54,,32.33,7920.0,0
575.281,28.56,,31.64,7920.0,0
575.283,28.56,,31.58,7920.0,0
575.592,28.08,,45.77,7920.0,0
575.902,28.05,,46.8,7140.0,0
576.212,27.66,,58.41,7140.0,0
576.537,28.0,,48.44,7140.0,0
576.845,28.08,,45.83,0.0,0
577.157,28.48,,33.73,0.0,0
577.469,28.36,,37.32,0.0,0
577.777,28.26,,40.46,0.0,0
578.088,28.5,,32.99,0.0,0
578.399,28.22,,41.38,0.0,0
578.726,28.1,,44.99,0.0,0
579.034,27.82,,53.37,0.0,0
579.345,28.31,,38.69,0.0,0
579.653,28.17,,42.87,0.0,0
579.96,28.36,,37.14,0.0,0
580.287,28.71,,26.6,0.0,0
580.6,28.28,,39.66,0.0,0
580.906,28.21,,41.72,0.0,0
581.221,28.21,,41.62,0.0,0
581.527,28.3,,38.94,0.0,0
581.836,28.28,,39.43,0.0,0
582.16,28.37,,36.8,0.0,0
582.468,27.95,,49.43,0.0,0
582.784,27.86,,52.06,0.0,0
583.091,28.35,,37.35,0.0,0
583.402,28.28,,39.4,0.0,0
583.713,28.66,,27.77,0.0,0
584.034,28.85,,21.88,30.0,0
584.036,28.82,,22.86,30.0,0
584.348,28.94,,19.13,30.0,0
584.659,28.94,,19.03,30.0,0
584.968,28.98,,17.9,330.0,0
585.283,28.71,,25.61,330.0,0
585.593,29.08,,14.45,330.0,0
585.9,28.63,,28.02,5610.0,0
586.226,28.59,,29.01,5610.0,0
586.54,28.57,,29.48,5610.0,0
586.866,26.71,,85.37,5880.0,0
587.176,27.15,,72.35,5880.0,0
587.486,27.57,,59.78,5880.0,0
587.799,27.52,,61.42,5880.0,0
588.106,27.9,,49.88,630.0,0
588.418,28.73,,24.8,630.0,0
588.74,28.24,,39.46,630.0,0
589.053,28.21,,40.5,210.0,0
589.36,27.77,,53.63,210.0,0
589.673,27.87,,50.52,210.0,0
589.983,28.45,,33.19,60.0,0
590.295,28.48,,32.08,60.0,0
590.607,28.4,,34.63,60.0,0
590.918,28.63,,27.76,60.0,0
591.226,28.17,,41.36,0.0,0
591.554,28.14,,42.37,0.0,0
591.865,28.21,,40.28,0.0,0
591.866,28.31,,37.08,0.0,0
592.178,28.47,,32.36,0.0,0
592.488,28.78,,22.83,0.0,0
592.795,28.4,,34.29,0.0,0
593.106,28.1,,43.22,0.0,0
593.419,26.73,,84.53,0.0,0
593.728,26.71,,85.18,0.0,0
594.042,27.15,,72.19,30.0,0
594.354,27.62,,58.03,30.0,0
594.677,29.27,,8.32,30.0,0
594.985,28.94,,18.18,30.0,0
595.298,28.56,,29.65,30.0,0
595.603,28.4,,34.4,30.0,0
595.928,28.42,,33.78,870.0,0
596.24,28.59,,28.5,870.0,0
596.546,28.92,,18.47,870.0,0
596.858,29.01,,15.71,30.0,0
597.169,28.97,,16.65,30.0,0
597.482,28.82,,21.2,30.0,0
597.789,28.91,,18.46,30.0,0
598.102,28.43,,32.6,6360.0,0
598.427,28.8,,21.51,6360.0,0
598.74,28.36,,34.52,6360.0,0
599.047,27.89,,48.67,6870.0,0
599.361,27.96,,46.6,6870.0,0
599.671,27.94,,47.13,6870.0,0
599.979,28.01,,45.05,930.0,0
600.289,27.96,,46.62,930.0,0
600.616,28.31,,36.08,930.0,0
600.618,28.01,,45.0,930.0,0
600.924,28.22,,38.69,30.0,0
601.233,28.19,,39.7,30.0,0
601.542,28.28,,37.02,30.0,0
601.852,28.31,,35.95,120.0,0
602.181,28.43,,32.21,120.0,0
602.505,28.57,,28.01,120.0,0
602.816,28.5,,30.07,60.0,0
603.123,28.83,,19.94,60.0,0
603.433,28.43,,31.97,60.0,0
603.741,28.36,,34.01,60.0,0
604.067,28.38,,33.44,0.0,0
604.376,28.42,,32.35,0.0,0
604.69,28.43,,31.76,0.0,0
605.001,28.43,,31.72,510.0,0
605.314,28.05,,43.22,510.0,0
605.623,27.89,,47.91,510.0,0
605.933,27.61,,56.37,0.0,0
606.243,28.08,,42.25,0.0,0
606.568,28.14,,40.68,0.0,0
606.881,28.63,,25.93,0.0,0
607.192,28.47,,30.57,240.0,0
607.499,28.64,,25.28,240.0,0
607.812,28.48,,29.95,240.0,0
608.123,28.31,,35.2,450.0,0
608.434,28.31,,35.17,450.0,0
608.757,28.4,,32.5,450.0,0
608.759,28.08,,41.88,600.0,0
609.065,28.59,,26.54,600.0,0
609.376,28.64,,24.91,600.0,0
609.691,28.64,,24.85,600.0,0
610.003,28.68,,23.75,1380.0,0
610.314,28.31,,34.72,1380.0,0
610.623,28.21,,37.86,1380.0,0
610.935,27.84,,48.84,1200.0,0
611.246,27.84,,48.86,1200.0,0
611.561,27.94,,45.74,1200.0,0
611.874,27.94,,45.74,1860.0,0
612.188,28.01,,43.73,1860.0,0
612.501,28.01,,43.73,1860.0,0
612.809,27.94,,45.82,1860.0,0
613.122,28.34,,33.75,420.0,0
613.431,28.28,,35.76,420.0,0
613.757,28.22,,37.29,420.0,0
614.068,28.5,,28.86,1980.0,0
614.377,28.07,,41.92,1980.0,0
614.683,28.12,,40.36,1980.0,0
614.995,28.24,,36.71,960.0,0
615.304,28.22,,37.21,960.0,0
615.626,28.27,,35.63,960.0,0
615.939,28.62,,25.09,960.0,0
616.25,28.31,,34.49,870.0,0
616.558,28.22,,37.02,870.0,0
616.869,28.15,,39.08,870.0,0
617.194,27.82,,49.05,300.0,0
617.197,27.82,,49.07,300.0,0
617.509,27.94,,45.44,300.0,0
617.816,28.45,,30.2,630.0,0
618.13,28.38,,32.24,630.0,0
618.435,28.36,,32.72,630.0,0
618.75,28.35,,33.21,630.0,0
619.058,28.06,,41.65,540.0,0
619.373,28.06,,41.68,540.0,0
619.679,28.34,,33.28,540.0,0
619.994,28.52,,28.0,1950.0,0
620.309,28.38,,32.14,1950.0,0
620.621,28.71,,22.14,1950.0,14
620.934,28.57,,26.2,10080.0,14
621.246,28.43,,30.34,10080.0,14
621.571,28.69,,22.4,10080.0,14
621.882,28.47,,29.17,10080.0,14
622.208,28.57,,25.98,57480.0,14
622.517,28.29,,34.33,57480.0,14
622.833,28.29,,34.31,57480.0,14
623.137,28.32,,33.23,58320.0,14
623.449,28.29,,34.25,58320.0,14
623.759,28.15,,38.39,58320.0,14
624.081,27.96,,44.15,58440.0,14
624.392,28.17,,37.83,58440.0,14
624.704,28.38,,31.5,58440.0,14
625.014,28.81,,18.33,58470.0,14
625.323,28.99,,12.98,58470.0,14
625.636,28.92,,14.87,58470.0,14
625.64,28.68,,22.14,58470.0,14
625.946,28.62,,23.67,58320.0,14
626.272,28.43,,29.39,58320.0,14
626.573,28.82,,17.78,58320.0,14
626.899,28.5,,27.12,58920.0,14
627.208,28.52,,26.54,58920.0,14
627.519,28.5,,27.02,58920.0,14
627.83,28.36,,31.2,59640.0,14
628.141,28.45,,28.51,59640.0,14
628.452,28.17,,36.88,59640.0,14
628.765,28.13,,37.91,59640.0,14
629.076,27.99,,42.1,62760.0,14
629.384,28.05,,40.53,62760.0,14
629.698,28.08,,39.48,62760.0,14
630.01,28.05,,40.51,58440.0,14
630.332,28.38,,30.48,58440.0,14
630.646,28.61,,23.59,58440.0,29
630.96,28.45,,28.23,56640.0,29
631.257,28.73,,19.71,56640.0,29
631.581,28.61,,23.36,56640.0,29
631.882,28.4,,29.62,56640.0,37
632.197,28.76,,18.55,51150.0,37
632.509,28.78,,17.95,51150.0,37
632.822,28.74,,18.82,51150.0,50
633.136,28.9,,14.01,59700.0,50
633.452,28.59,,23.38,59700.0,50
633.765,28.36,,30.17,59700.0,50
634.076,28.13,,36.97,59700.0,57
634.078,28.26,,33.22,59700.0,57
634.387,28.4,,29.0,59700.0,57
634.696,28.38,,29.49,59700.0,57
635.012,28.36,,29.97,58890.0,57
635.325,28.05,,39.42,58890.0,57
635.635,28.03,,39.93,58890.0,57
635.947,28.05,,39.41,58740.0,57
636.259,28.18,,35.21,58740.0,57
636.569,28.22,,34.14,58740.0,57
636.885,28.52,,25.16,58530.0,77
637.197,28.69,,19.79,58530.0,77
637.519,28.62,,21.83,58530.0,77
637.83,28.57,,23.33,58530.0,77
638.14,28.53,,24.34,48960.0,77
638.448,28.47,,26.38,48960.0,70
638.759,28.4,,28.38,48960.0,70
639.072,28.64,,20.98,47760.0,70
639.383,28.38,,28.82,47760.0,70
639.709,28.33,,30.34,47760.0,70
640.021,28.33,,30.31,47670.0,70
640.333,28.15,,35.51,47670.0,70
640.645,28.15,,35.49,47670.0,70
640.956,28.19,,34.43,47670.0,70
641.267,27.94,,41.78,48870.0,70
641.579,27.94,,41.79,48870.0,70
641.888,28.1,,37.07,48870.0,70
642.197,28.06,,38.1,49500.0,70
642.51,28.31,,30.73,49500.0,70
642.822,28.17,,34.87,49500.0,70
642.823,28.45,,26.39,48900.0,70
643.146,28.5,,24.78,48900.0,70
643.457,28.48,,25.26,48900.0,70
643.77,28.66,,20.0,48900.0,70
644.078,28.64,,20.46,47910.0,70
644.391,28.62,,20.88,47910.0,70
644.701,28.66,,19.76,47910.0,70
645.014,28.62,,20.74,47490.0,70
645.322,28.4,,27.51,47490.0,70
645.646,28.38,,28.0,47490.0,70
645.958,27.98,,40.05,47850.0,70
646.271,28.24,,32.15,47850.0,70
646.58,28.22,,32.65,47850.0,70
646.892,28.26,,31.58,47850.0,70
647.202,28.24,,32.08,49080.0,70
647.513,27.92,,41.5,49080.0,70
647.825,27.98,,39.94,49080.0,70
648.133,28.27,,30.99,49560.0,70
648.46,28.22,,32.53,49560.0,70
648.771,28.26,,31.46,49560.0,70
649.082,28.57,,21.91,48480.0,70
649.394,28.48,,24.5,48480.0,70
649.705,28.53,,22.88,48480.0,70
650.016,28.8,,14.93,48480.0,70
650.325,28.55,,22.22,47250.0,70
650.636,28.52,,23.15,47250.0,70
650.96,28.48,,24.14,47250.0,70
650.962,28.5,,23.56,47460.0,70
651.584,28.38,,27.17,47460.0,70
651.589,28.28,,30.25,47460.0,70
651.897,28.22,,31.82,48300.0,70
652.204,28.03,,37.61,48300.0,70
652.516,28.15,,33.95,48300.0,70
652.826,28.27,,30.29,48300.0,70
653.137,28.06,,36.54,48750.0,70
653.446,27.99,,38.63,48750.0,70
653.773,28.06,,36.53,48750.0,70
654.083,28.13,,34.43,49500.0,70
654.393,28.52,,22.85,49500.0,70
654.705,28.36,,27.51,49500.0,70
655.017,28.78,,14.68,48180.0,70
655.324,28.99,,8.29,48180.0,70
655.632,28.4,,25.97,48180.0,70
655.946,28.51,,22.8,46680.0,70
656.258,28.35,,27.55,46680.0,70
656.569,28.36,,26.94,46680.0,70
656.897,28.78,,14.4,46680.0,70
657.207,28.74,,15.37,48120.0,70
657.516,28.21,,31.53,48120.0,70
657.827,26.3,,88.92,48120.0,70
658.138,26.37,,86.98,6540.0,70
658.451,26.72,,76.58,6540.0,70
658.763,27.21,,62.07,6540.0,70
659.071,27.52,,52.69,720.0,70
659.399,28.8,,14.14,720.0,70
659.401,28.34,,27.76,720.0,70
659.709,27.89,,41.33,720.0,70
660.018,27.82,,43.46,210.0,70
660.331,27.73,,46.08,210.0,70
660.64,27.98,,38.73,210.0,70
660.952,28.03,,37.18,120.0,70
661.259,28.08,,35.59,120.0,70
661.571,28.1,,35.06,120.0,70
661.882,28.03,,37.17,60.0,70
662.21,28.41,,25.64,60.0,70
662.522,27.95,,39.71,60.0,70
662.832,27.91,,40.76,60.0,70
663.139,27.86,,42.35,180.0,70
663.451,27.77,,44.96,180.0,70
663.763,27.93,,40.29,180.0,70
664.073,28.0,,38.22,0.0,70
664.397,27.68,,47.63,0.0,70
664.707,27.7,,47.14,0.0,70
665.02,27.28,,59.78,0.0,70
665.327,27.53,,52.55,0.0,70
665.639,27.84,,43.18,0.0,70
665.946,27.89,,41.64,0.0,70
666.274,28.19,,32.75,0.0,70
666.602,28.12,,34.83,0.0,70
666.908,28.19,,32.72,0.0,70
667.219,28.22,,31.66,0.0,70
667.533,28.24,,31.11,0.0,70
667.846,27.94,,39.96,0.0,70
667.848,28.35,,27.89,180.0,70
668.157,28.17,,33.04,180.0,70
668.468,28.14,,34.08,180.0,70
668.78,28.17,,33.03,180.0,70
669.087,28.03,,37.24,270.0,70
669.412,27.79,,44.56,270.0,70
669.72,27.84,,42.98,270.0,70
670.031,27.91,,40.91,90.0,70
670.342,27.7,,47.21,90.0,70
670.651,27.65,,48.8,90.0,70
670.962,27.33,,58.27,30.0,70
671.273,27.7,,47.4,30.0,70
671.602,27.77,,45.34,30.0,70
671.916,28.05,,37.01,30.0,70
672.224,28.03,,37.52,0.0,70
672.538,27.99,,38.57,0.0,70
672.847,28.12,,34.9,0.0,70
673.158,27.87,,42.21,0.0,70
673.468,27.89,,41.7,0.0,70
673.779,27.63,,49.55,0.0,70
674.091,27.39,,56.91,60.0,70
674.399,27.65,,49.13,60.0,70
674.713,27.63,,49.69,60.0,70
675.025,27.96,,39.78,60.0,70
675.352,27.75,,46.04,60.0,70
675.678,27.79,,45.05,60.0,70
675.68,27.77,,45.59,60.0,70
675.986,27.44,,55.56,0.0,70
676.298,27.77,,45.69,0.0,70
676.61,27.79,,45.19,0.0,70
676.928,28.12,,35.28,0.0,70
677.23,28.1,,35.79,0.0,70
677.54,28.08,,36.31,0.0,70
677.866,28.12,,35.26,0.0,70
678.174,28.19,,33.14,120.0,70
678.484,28.26,,31.04,120.0,70
678.792,28.29,,29.96,120.0,70
679.108,28.31,,29.41,0.0,70
679.415,28.2,,32.54,0.0,70
679.726,28.19,,33.04,0.0,70
680.039,27.92,,40.88,0.0,70
680.364,28.1,,35.67,0.0,70
680.677,28.15,,34.08,0.0,70
680.987,28.1,,35.62,0.0,70
681.293,28.12,,35.08,240.0,70
681.603,27.75,,46.01,240.0,70
681.916,27.47,,54.41,240.0,70
682.239,27.8,,44.53,30.0,70
682.552,27.56,,51.88,30.0,70
682.865,27.84,,43.56,30.0,70
683.175,28.05,,37.27,150.0,70
683.488,27.82,,44.08,150.0,70
683.799,28.01,,38.34,150.0,70
684.11,27.79,,45.15,240.0,70
684.422,27.99,,38.96,240.0,70
684.424,27.89,,42.11,240.0,70
684.73,27.93,,41.07,240.0,70
685.043,27.89,,42.12,210.0,70
685.366,28.12,,35.33,210.0,70
685.678,27.93,,41.08,210.0,70
685.99,27.66,,48.94,300.0,70
686.298,27.96,,40.07,300.0,70
686.608,27.58,,51.55,300.0,70
686.921,27.86,,43.19,0.0,70
687.23,28.12,,35.37,0.0,70
687.542,27.84,,43.74,0.0,70
687.865,27.89,,42.2,0.0,70
688.177,27.49,,54.24,60.0,70
688.49,28.25,,31.5,60.0,70
688.798,28.18,,33.57,60.0,70
689.114,28.11,,35.62,360.0,70
689.42,28.41,,26.73,360.0,70
689.731,27.96,,40.06,360.0,70
690.04,27.81,,44.77,60.0,70
690.366,28.4,,26.99,60.0,70
690.672,28.55,,22.2,60.0,70
690.986,28.0,,38.82,60.0,70
691.29,28.31,,29.37,26370.0,62
691.602,28.1,,35.67,26370.0,27
691.919,28.33,,28.81,26370.0,3
692.234,28.52,,23.09,47760.0,3
692.543,28.66,,18.79,47760.0,3
692.857,28.61,,20.3,47760.0,3
693.17,28.38,,27.05,35100.0,2
693.172,28.15,,33.85,35100.0,2
693.48,27.6,,50.64,35100.0,1
693.792,27.37,,57.45,35100.0,0
694.118,27.54,,52.28,22050.0,0
694.426,27.63,,49.7,22050.0,0
694.734,27.63,,49.77,22050.0,0
695.045,27.82,,44.09,30.0,0
695.353,27.54,,52.46,30.0,0
695.665,27.53,,53.03,30.0,0
695.992,27.53,,53.08,0.0,0
696.305,27.82,,44.25,0.0,0
696.611,27.8,,44.78,0.0,0
696.92,27.87,,42.69,0.0,0
697.228,27.93,,41.15,30.0,0
697.552,27.82,,44.31,30.0,0
697.864,28.07,,37.02,30.0,0
698.176,27.75,,46.45,120.0,0
698.485,27.7,,48.03,120.0,0
698.796,27.72,,47.54,120.0,0
699.107,27.74,,47.05,30.0,0
699.419,27.68,,48.66,30.0,0
699.726,28.03,,38.23,30.0,0
700.04,27.84,,43.98,30.0,0
700.366,27.84,,43.99,30.0,0
700.679,27.82,,44.53,30.0,0
700.991,27.73,,47.21,30.0,0
701.298,27.67,,49.32,30.0,0
701.61,28.0,,39.42,30.0,0
701.612,27.77,,46.22,30.0,0
701.921,28.03,,38.4,60.0,0
702.233,27.98,,39.98,60.0,0
702.544,27.98,,39.99,60.0,0
702.856,28.01,,38.95,60.0,0
703.181,28.03,,38.42,0.0,0
703.485,28.19,,33.7,0.0,0
703.795,28.13,,35.26,0.0,0
704.102,28.01,,38.89,30.0,0
704.428,27.96,,40.47,30.0,0
704.738,27.91,,42.03,30.0,0
705.05,27.61,,50.95,0.0,0
705.359,27.89,,42.64,0.0,0
705.673,27.68,,48.93,0.0,0
705.979,27.68,,48.96,0.0,0
706.293,27.65,,50.03,0.0,0
706.605,27.73,,47.46,0.0,0
706.917,27.98,,40.16,0.0,0
707.23,28.05,,38.08,0.0,0
707.539,27.91,,42.25,0.0,0
707.865,27.63,,50.63,0.0,0
708.174,27.51,,54.35,60.0,0
708.487,27.7,,48.65,60.0,0
708.797,27.68,,49.2,60.0,0
709.108,28.0,,39.8,60.0,0
709.417,27.87,,43.47,0.0,0
709.727,28.0,,39.82,0.0,0
710.052,28.08,,37.22,0.0,0
710.053,28.03,,38.8,30.0,0
710.361,27.91,,42.44,30.0,0
710.673,28.19,,34.06,30.0,0
710.982,27.91,,42.43,30.0,0
711.296,27.58,,52.36,30.0,0
711.606,27.86,,44.04,30.0,0
711.928,27.6,,51.92,30.0,0
712.226,27.65,,50.39,30.0,0
712.552,27.84,,44.72,30.0,0
712.862,27.87,,43.69,30.0,0
713.173,27.72,,48.37,0.0,0
713.486,27.93,,42.1,0.0,0
713.795,27.96,,41.07,0.0,0
714.108,27.75,,47.32,30.0,0
714.42,28.08,,37.44,30.0,0
714.732,28.03,,39.01,30.0,0
715.042,28.08,,37.45,0.0,0
715.356,28.03,,39.02,0.0,0
715.667,28.06,,37.97,0.0,0
715.99,27.8,,45.8,0.0,0
716.305,28.12,,36.38,30.0,0
716.63,28.14,,35.84,30.0,0
716.942,28.2,,33.75,30.0,0
717.257,28.03,,38.97,210.0,0
717.566,27.7,,48.93,210.0,0
717.875,27.35,,59.41,210.0,0
718.185,27.53,,54.25,0.0,0
718.497,27.63,,51.2,0.0,0
718.499,27.67,,50.2,0.0,0
718.809,27.94,,41.88,0.0,0
719.124,27.84,,45.03,30.0,0
719.432,28.2,,34.06,30.0,0
719.747,27.87,,43.95,30.0,0
720.069,28.0,,40.27,60.0,0
720.383,27.89,,43.4,60.0,0
720.694,27.82,,45.52,60.0,0
721.0,27.87,,43.97,60.0,0
721.31,27.98,,40.85,60.0,0
721.621,27.96,,41.37,60.0,0
721.932,27.8,,46.09,60.0,0
722.253,27.94,,41.93,0.0,0
722.564,27.63,,51.37,0.0,0
722.871,27.8,,46.17,0.0,0
723.183,28.07,,38.31,0.0,0
723.494,27.91,,43.0,0.0,0
723.805,28.0,,40.41,0.0,0
724.118,27.74,,48.26,0.0,0
724.443,27.72,,48.8,0.0,0
724.755,28.14,,36.21,0.0,0
725.068,28.03,,39.32,0.0,0
725.38,28.21,,34.1,90.0,0
725.69,28.12,,36.71,90.0,0
726.001,28.03,,39.37,90.0,0
726.309,28.0,,40.4,180.0,0
726.622,28.1,,37.25,180.0,0
726.933,27.89,,43.52,180.0,0
726.938,28.15,,35.68,0.0,0
727.258,28.19,,34.63,0.0,0
727.567,28.13,,36.19,0.0,0
727.878,28.15,,35.66,0.0,0
728.191,28.12,,36.69,60.0,0
728.503,27.82,,45.56,60.0,0
728.811,28.08,,37.69,60.0,0
729.123,28.03,,39.24,150.0,0
729.432,27.84,,45.0,150.0,0
729.747,27.75,,47.6,150.0,0
730.059,27.39,,58.64,30.0,0
730.373,27.46,,56.64,30.0,0
730.694,27.54,,54.09,30.0,0
731.002,27.94,,42.14,30.0,0
731.316,27.91,,43.18,0.0,0
731.626,28.01,,40.03,0.0,0
731.938,28.19,,34.79,0.0,0
732.252,28.03,,39.49,210.0,0
732.56,28.06,,38.45,210.0,0
732.882,28.03,,39.5,210.0,0
733.196,27.94,,42.09,30.0,0
733.522,27.77,,47.29,30.0,0
733.829,28.15,,35.77,30.0,0
734.14,27.95,,42.06,30.0,0
734.447,28.0,,40.51,180.0,0
734.774,28.01,,40.05,180.0,0
734.775,27.56,,53.67,180.0,0
735.081,27.79,,46.88,0.0,0
735.393,27.75,,47.94,0.0,0
735.701,27.77,,47.44,0.0,0
736.011,28.24,,33.34,30.0,0
736.335,27.89,,43.79,30.0,0
736.643,28.29,,31.78,30.0,0
736.954,28.29,,31.75,30.0,0
737.267,28.4,,28.54,60.0,0
737.575,28.45,,26.91,60.0,0
737.884,28.48,,25.81,60.0,0
738.21,28.36,,29.4,420.0,0
738.523,28.26,,32.54,420.0,0
738.832,28.33,,30.44,420.0,0
739.141,28.01,,39.81,30.0,0
739.449,28.27,,31.98,30.0,0
739.762,28.29,,31.42,30.0,0
740.071,28.2,,33.99,30.0,0
740.387,27.86,,44.44,30.0,0
740.696,27.74,,48.12,30.0,0
741.007,27.27,,62.26,30.0,0
741.323,27.61,,51.87,0.0,0
741.643,27.68,,49.83,0.0,0
741.956,28.07,,38.36,0.0,0
742.268,28.26,,32.62,60.0,0
742.582,27.93,,42.55,60.0,0
742.89,28.19,,34.69,60.0,0
743.203,27.81,,46.17,0.0,0
743.509,27.81,,46.19,0.0,0
743.517,27.88,,44.13,0.0,0
743.821,27.93,,42.56,0.0,0
744.145,28.07,,38.41,60.0,0
744.454,28.45,,26.88,60.0,0
744.764,28.08,,37.83,60.0,0
745.074,28.05,,38.8,150.0,0
745.385,27.91,,42.96,150.0,0
745.709,27.84,,45.08,150.0,0
746.019,27.84,,45.09,90.0,0
746.331,28.28,,32.04,90.0,0
746.642,27.82,,45.68,90.0,0
746.951,27.51,,55.11,90.0,0
747.261,27.89,,43.64,0.0,0
747.584,27.67,,50.48,0.0,0
747.899,28.12,,36.91,0.0,0
748.221,28.45,,26.96,0.0,0
748.531,28.36,,29.55,0.0,0
748.844,28.57,,23.21,0.0,0
749.151,28.27,,32.08,180.0,0
749.463,28.26,,32.5,180.0,0
749.775,28.38,,28.77,180.0,0
750.1,28.1,,37.12,180.0,0
750.413,28.47,,26.07,120.0,0
750.711,28.4,,28.13,120.0,0
751.024,28.54,,23.88,120.0,0
751.347,28.47,,25.91,90.0,0
751.658,28.43,,26.92,90.0,0
751.66,28.27,,31.6,90.0,0
751.968,28.14,,35.74,180.0,0
752.277,27.79,,46.25,180.0,0
752.589,27.81,,45.74,180.0,0
752.912,27.63,,50.96,180.0,0
753.22,27.65,,50.48,30.0,0
753.53,27.91,,42.68,30.0,0
753.84,27.39,,58.42,30.0,0
754.164,27.82,,45.38,30.0,0
754.492,27.87,,43.84,30.0,0
754.801,27.89,,43.33,30.0,0
755.112,28.07,,38.14,90.0,0
755.424,28.19,,34.41,90.0,0
755.733,28.19,,34.39,90.0,0
756.048,28.29,,31.2,90.0,0
756.362,28.15,,35.34,90.0,0
756.669,28.0,,40.08,90.0,0
756.977,28.17,,34.83,90.0,0
757.304,27.77,,46.86,180.0,0
757.615,27.89,,43.24,180.0,0
757.927,27.93,,42.2,180.0,0
758.238,28.1,,36.99,60.0,0
758.546,27.87,,43.83,60.0,0
758.852,27.77,,46.97,60.0,0
759.179,27.49,,55.37,60.0,0
759.489,27.63,,51.22,0.0,0
759.797,27.79,,46.56,0.0,0
759.802,28.1,,37.17,0.0,0
760.106,28.45,,26.67,30.0,0
760.416,28.22,,33.43,30.0,0
760.729,28.4,,28.15,30.0,0
761.051,28.43,,27.05,630.0,0
761.363,28.31,,30.61,630.0,0
761.673,28.62,,21.13,630.0,0
761.983,28.24,,32.58,630.0,0
762.292,28.28,,31.5,60.0,0
762.607,28.31,,30.43,60.0,0
762.917,28.26,,31.99,60.0,0
763.226,28.34,,29.36,60.0,0
763.554,26.76,,76.93,60.0,0
763.866,27.01,,69.73,60.0,0
764.173,27.11,,66.75,120.0,0
764.485,27.41,,57.93,120.0,0
764.796,28.99,,10.38,120.0,0
765.107,28.68,,19.68,120.0,0
765.414,28.29,,31.16,0.0,0
765.738,27.56,,53.13,0.0,0
766.048,27.49,,55.28,0.0,0
766.359,27.56,,53.26,0.0,0
766.67,27.49,,55.38,0.0,0
766.981,27.72,,48.62,0.0,0
767.292,27.84,,45.02,60.0,0
767.612,27.79,,46.59,60.0,0
767.926,28.19,,34.58,60.0,0
768.237,27.86,,44.48,60.0,0
768.549,27.82,,45.53,150.0,0
768.551,27.86,,44.5,150.0,0
768.859,27.88,,43.98,150.0,0
769.17,27.91,,42.96,0.0,0
769.481,28.35,,29.86,0.0,0
769.799,28.05,,38.76,0.0,0
770.104,27.68,,49.75,210.0,0
770.413,27.84,,45.09,210.0,0
770.741,27.49,,55.61,210.0,0
771.053,27.75,,47.79,120.0,0
771.363,27.84,,45.21,120.0,0
771.677,28.34,,30.03,120.0,0
771.988,28.31,,31.04,120.0,0
772.302,28.38,,28.89,30.0,0
772.61,28.31,,30.93,30.0,0
772.922,28.29,,31.43,30.0,0
773.233,28.34,,29.82,30.0,0
773.545,28.26,,32.43,30.0,0
773.856,28.2,,33.96,30.0,0
774.166,28.26,,32.36,30.0,0
774.477,28.26,,32.33,30.0,0
774.802,27.94,,41.69,30.0,0
775.112,28.31,,30.71,30.0,0
775.423,28.26,,32.26,0.0,0
775.731,28.21,,33.8,0.0,0
776.042,27.86,,44.25,0.0,0
