Tiempo (s),Temperatura (°C),Potencia Luz (%),Potencia Luz Aplicada (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
1119.014,27.96,,39.37,0.0,0
1119.325,27.8,,44.08,0.0,0
1119.637,28.01,,37.79,30.0,0
1119.946,27.94,,39.87,30.0,0
1120.27,28.36,,27.3,30.0,0
1120.58,28.14,,34.08,30.0,0
1120.892,28.12,,34.6,480.0,0
1121.203,28.22,,31.46,480.0,0
1121.515,28.2,,31.97,480.0,0
1121.831,28.47,,24.03,0.0,0
1122.14,28.14,,33.94,0.0,0
1122.452,28.01,,37.56,0.0,0
1122.763,27.98,,38.62,510.0,0
1123.072,27.91,,40.7,510.0,0
1123.395,27.88,,41.72,510.0,0
1123.398,28.26,,30.22,510.0,0
1123.705,27.95,,39.63,180.0,0
1124.014,28.14,,33.9,180.0,0
1124.325,27.74,,45.98,180.0,0
1124.633,27.84,,42.86,0.0,0
1124.947,28.17,,32.92,0.0,0
1125.271,28.03,,37.07,0.0,0
1125.585,28.38,,26.58,150.0,0
1125.896,28.31,,28.65,150.0,0
1126.205,28.34,,27.55,150.0,0
1126.515,28.29,,29.07,150.0,0
1126.826,28.26,,30.1,90.0,0
1127.139,28.0,,37.93,90.0,0
1127.448,28.22,,31.12,90.0,0
1127.761,28.36,,26.88,120.0,0
1128.075,28.38,,26.32,120.0,0
1128.385,28.34,,27.32,120.0,0
1128.709,28.38,,26.23,870.0,0
1129.021,28.03,,36.69,870.0,0
1129.33,28.01,,37.19,870.0,0
1129.644,28.01,,37.19,870.0,0
1129.95,27.84,,42.44,330.0,0
1130.264,27.82,,42.98,330.0,0
1130.578,27.51,,52.43,330.0,0
1130.892,27.8,,43.61,30.0,0
1131.199,27.63,,48.84,30.0,0
1131.512,27.65,,48.35,30.0,0
1131.823,28.03,,36.84,390.0,0
1132.134,27.98,,38.4,390.0,0
1132.461,27.98,,38.43,390.0,0
1132.465,28.26,,30.05,390.0,0
1132.771,28.0,,37.92,480.0,0
1133.083,28.05,,36.37,480.0,0
1133.391,28.03,,36.89,480.0,0
1133.705,28.01,,37.39,150.0,0
1134.017,27.87,,41.56,150.0,0
1134.325,28.24,,30.58,150.0,0
1134.637,27.96,,38.93,180.0,0
1134.95,27.88,,41.52,180.0,0
1135.259,27.84,,42.59,180.0,0
1135.572,27.42,,55.16,180.0,0
1135.897,27.74,,45.79,60.0,0
1136.209,27.91,,40.63,60.0,0
1136.521,27.61,,49.54,60.0,0
1136.828,28.27,,29.74,0.0,0
1137.139,27.98,,38.62,0.0,0
1137.451,28.33,,28.11,0.0,0
1137.762,28.29,,29.11,0.0,0
1138.07,28.17,,32.7,0.0,0
1138.382,28.4,,25.88,0.0,0
1138.709,28.33,,27.96,0.0,0
1139.019,28.22,,31.04,120.0,0
1139.333,28.22,,31.01,120.0,0
1139.644,28.22,,30.96,120.0,0
1139.957,27.93,,39.86,0.0,0
1140.263,28.33,,27.86,0.0,0
1140.573,28.24,,30.47,0.0,0
1140.895,28.19,,32.0,90.0,0
1140.898,28.22,,30.89,90.0,0
1141.209,27.93,,39.76,90.0,0
1141.517,27.7,,46.57,90.0,0
1141.831,27.65,,48.16,30.0,0
1142.14,27.39,,56.08,30.0,0
1142.455,27.68,,47.27,30.0,0
1142.765,27.96,,38.91,90.0,0
1143.077,28.1,,34.75,90.0,0
1143.385,28.31,,28.45,90.0,0
1143.71,28.05,,36.28,330.0,0
1144.022,27.94,,39.41,330.0,0
1144.329,28.0,,37.85,330.0,0
1144.636,28.03,,36.8,330.0,0
1144.949,27.94,,39.39,420.0,0
1145.261,28.34,,27.36,420.0,0
1145.571,27.86,,41.94,420.0,0
1145.894,27.84,,42.48,180.0,0
1146.205,27.96,,38.86,180.0,0
1146.515,27.93,,39.92,180.0,0
1146.823,28.03,,36.8,30.0,0
1147.144,28.2,,31.52,30.0,0
1147.456,28.14,,33.58,30.0,0
1147.765,27.82,,42.99,30.0,0
1148.077,27.77,,44.57,120.0,0
1148.388,27.4,,55.62,120.0,0
1148.698,27.56,,50.99,120.0,0
1149.011,27.87,,41.61,30.0,0
1149.322,28.2,,31.66,30.0,0
1149.327,28.17,,32.68,30.0,0
1149.633,28.22,,31.08,30.0,0
1149.945,28.38,,26.31,30.0,0
1150.258,28.05,,36.23,30.0,0
1150.573,28.33,,27.86,480.0,0
1150.888,28.36,,26.77,480.0,0
1151.197,28.68,,17.3,480.0,0
1151.522,28.54,,21.37,480.0,0
1151.833,28.24,,30.2,750.0,0
1152.145,28.35,,27.0,750.0,0
1152.457,28.0,,37.44,750.0,0
1152.766,28.19,,31.68,2070.0,0
1153.078,28.21,,31.14,2070.0,0
1153.387,27.74,,45.31,2070.0,0
1153.697,27.7,,46.37,5220.0,0
1154.009,27.35,,56.9,5220.0,0
1154.333,27.53,,51.74,5220.0,0
1154.642,27.54,,51.27,5220.0,0
1154.951,27.86,,41.91,30.0,0
1155.26,27.8,,43.48,30.0,0
1155.583,27.82,,42.98,30.0,0
1155.891,28.1,,34.66,0.0,0
1156.198,27.84,,42.5,0.0,0
1156.509,27.94,,39.4,0.0,0
1156.821,27.98,,38.34,240.0,0
1157.148,27.91,,40.43,240.0,0
1157.456,28.08,,35.13,240.0,0
1157.766,28.35,,27.25,240.0,0
1157.77,28.08,,35.1,30.0,0
1158.078,28.14,,33.53,30.0,0
1158.39,28.07,,35.63,30.0,0
1158.705,27.87,,41.41,180.0,0
1159.013,27.72,,46.1,180.0,0
1159.326,26.28,,89.32,180.0,0
1159.646,26.25,,90.55,60.0,0
1159.961,26.53,,82.35,60.0,0
1160.267,27.13,,64.29,60.0,0
1160.577,28.53,,22.23,60.0,0
1160.883,28.29,,29.51,0.0,0
1161.208,27.98,,38.89,0.0,0
1161.521,28.0,,38.36,0.0,0
1161.833,28.07,,36.26,240.0,0
1162.144,28.36,,27.34,240.0,0
1162.454,28.31,,28.86,240.0,0
1162.763,28.36,,27.24,570.0,0
1163.075,27.95,,39.77,570.0,0
1163.385,28.14,,34.0,570.0,0
1163.696,28.54,,21.97,570.0,0
1164.025,28.22,,31.37,180.0,0
1164.349,28.64,,18.79,180.0,0
1164.658,28.4,,26.06,180.0,0
1164.97,27.82,,43.28,180.0,0
1165.283,26.49,,83.53,180.0,0
1165.592,26.47,,84.21,180.0,0
1165.903,26.71,,77.03,60.0,0
1165.909,27.01,,68.23,60.0,0
1166.214,28.52,,22.9,60.0,0
1166.537,28.19,,32.8,60.0,0
1166.849,27.88,,42.2,0.0,0
1167.16,27.6,,50.61,0.0,0
1167.469,27.72,,47.07,0.0,0
1167.781,28.05,,37.14,210.0,0
1168.094,28.07,,36.62,210.0,0
1168.406,28.36,,27.68,210.0,0
1168.715,28.08,,36.02,120.0,0
1169.025,28.1,,35.48,120.0,0
1169.336,28.17,,33.39,120.0,0
1169.662,28.12,,34.96,120.0,0
1169.976,28.13,,34.43,90.0,0
1170.279,28.34,,28.13,90.0,0
1170.59,27.91,,41.17,90.0,0
1170.902,27.77,,45.39,300.0,0
1171.224,27.8,,44.37,300.0,0
1171.534,27.51,,53.28,300.0,0
1171.844,27.86,,42.85,0.0,0
1172.156,28.01,,38.16,0.0,0
1172.468,28.24,,31.34,0.0,0
1172.779,28.36,,27.67,0.0,0
1173.092,28.38,,27.1,300.0,0
1173.4,28.31,,29.14,300.0,0
1173.716,28.05,,36.96,300.0,0
1174.03,28.2,,32.23,180.0,0
1174.341,28.17,,33.27,180.0,0
1174.663,28.22,,31.7,180.0,0
1174.666,28.26,,30.62,0.0,0
1174.973,28.38,,26.86,0.0,0
1175.282,28.07,,36.25,0.0,0
1175.593,28.38,,26.82,0.0,0
1175.904,28.15,,33.61,240.0,0
1176.212,28.08,,35.67,240.0,0
1176.523,26.86,,72.54,240.0,0
1176.847,26.9,,71.59,60.0,0
1177.153,27.16,,63.83,60.0,0
1177.466,27.53,,52.92,60.0,0
1177.775,28.71,,17.31,0.0,0
1178.087,28.01,,38.16,0.0,0
1178.413,27.73,,46.56,0.0,0
1178.722,27.79,,44.99,0.0,0
1179.032,27.72,,47.09,0.0,0
1179.34,28.07,,36.63,0.0,0
1179.653,27.96,,39.73,0.0,0
1179.965,27.84,,43.43,180.0,0
1180.272,27.91,,41.37,180.0,0
1180.599,27.86,,42.97,180.0,0
1180.909,27.84,,43.5,90.0,0
1181.219,28.01,,38.27,90.0,0
1181.529,28.01,,38.27,90.0,0
1181.837,28.05,,37.21,210.0,0
1182.165,28.08,,36.17,210.0,0
1182.474,27.93,,40.87,210.0,0
1182.782,27.96,,39.84,210.0,0
1183.095,27.65,,49.29,30.0,0
1183.1,27.63,,49.84,30.0,0
1183.404,27.47,,54.6,30.0,0
1183.713,27.77,,45.78,150.0,0
1184.036,28.05,,37.42,150.0,0
1184.343,28.01,,38.45,150.0,0
1184.653,28.24,,31.63,90.0,0
1184.965,28.45,,25.25,90.0,0
1185.276,28.5,,23.58,90.0,0
1185.586,28.49,,24.05,90.0,0
1185.899,28.43,,25.58,120.0,0
1186.222,27.96,,39.74,120.0,0
1186.534,28.22,,31.86,120.0,0
1186.843,28.27,,30.26,180.0,0
1187.153,28.36,,27.59,180.0,0
1187.462,28.31,,29.11,180.0,0
1187.774,28.28,,30.14,60.0,0
1188.098,27.91,,41.11,60.0,0
1188.408,27.89,,41.62,60.0,0
1188.717,28.0,,38.51,60.0,0
1189.03,27.61,,50.03,120.0,0
1189.343,27.94,,40.12,120.0,0
1189.654,27.61,,50.09,120.0,0
1189.964,27.87,,42.28,0.0,0
1190.275,27.93,,40.73,0.0,0
1190.6,27.61,,50.16,0.0,0
1190.91,27.91,,41.3,0.0,0
1191.224,27.51,,53.31,0.0,0
1191.536,27.79,,44.97,0.0,0
1191.539,28.12,,35.04,0.0,0
1191.846,27.77,,45.49,0.0,0
1192.16,27.89,,41.88,0.0,0
1192.47,27.86,,42.95,0.0,0
1192.783,28.1,,35.65,0.0,0
1193.095,28.17,,33.56,0.0,0
1193.406,28.48,,24.11,0.0,0
1193.715,28.14,,34.53,60.0,0
1194.027,28.01,,38.17,60.0,0
1194.352,27.93,,40.75,60.0,0
1194.678,27.6,,50.71,60.0,0
1194.986,27.72,,47.11,30.0,0
1195.296,27.72,,47.14,30.0,0
1195.607,27.65,,49.28,30.0,0
1195.917,27.96,,39.9,60.0,0
1196.241,28.22,,32.02,60.0,0
1196.551,28.21,,32.52,60.0,0
1196.861,28.21,,32.5,90.0,0
1197.17,28.26,,30.9,90.0,0
1197.478,28.24,,31.4,90.0,0
1197.79,28.19,,32.94,90.0,0
1198.116,28.26,,30.8,0.0,0
1198.425,28.35,,28.18,0.0,0
1198.735,27.84,,43.33,0.0,0
1199.046,28.22,,31.83,0.0,0
1199.354,28.17,,33.4,0.0,0
1199.668,28.14,,34.42,0.0,0
1199.981,28.26,,30.72,0.0,0
1199.987,28.0,,38.54,0.0,0
1200.296,27.61,,50.05,0.0,0
1200.606,28.01,,38.03,0.0,0
1200.915,27.68,,47.99,60.0,0
1201.24,28.03,,37.56,60.0,0
1201.551,28.19,,32.86,60.0,0
1201.863,27.86,,42.82,540.0,0
1202.174,28.17,,33.4,540.0,0
1202.484,27.87,,42.29,540.0,0
1202.797,27.73,,46.47,30.0,0
1203.109,27.88,,42.27,30.0,0
1203.422,27.95,,40.16,30.0,0
1203.732,28.0,,38.61,30.0,0
1204.045,28.33,,28.67,120.0,0
1204.355,28.0,,38.57,120.0,0
1204.665,27.75,,45.96,120.0,0
1204.978,27.94,,40.22,150.0,0
1205.289,27.63,,49.65,150.0,0
1205.616,27.98,,39.22,150.0,0
1205.924,27.91,,41.3,90.0,0
1206.233,27.82,,43.92,90.0,0
1206.543,27.93,,40.82,90.0,0
1206.855,27.56,,51.81,0.0,0
1207.166,27.87,,42.43,0.0,0
1207.49,27.6,,50.79,0.0,0
1207.801,27.89,,41.95,0.0,0
1208.113,28.27,,30.45,0.0,0
1208.118,28.29,,29.89,0.0,0
1208.422,28.45,,25.19,0.0,0
1208.73,28.53,,22.5,0.0,0
1209.039,28.34,,28.18,0.0,0
1209.369,27.94,,40.17,0.0,0
1209.675,28.14,,34.41,300.0,0
1209.986,28.14,,34.39,300.0,0
1210.297,28.14,,34.38,300.0,0
1210.606,28.27,,30.16,300.0,0
1210.916,28.33,,28.55,0.0,0
1211.242,28.13,,34.31,0.0,0
1211.552,28.4,,26.43,0.0,0
1211.864,28.05,,36.85,150.0,0
1212.174,27.84,,43.15,150.0,0
1212.484,27.67,,48.37,150.0,0
1212.795,27.4,,56.27,480.0,0
1213.107,27.75,,45.83,480.0,0
1213.421,27.6,,50.55,480.0,0
1213.729,27.96,,39.59,480.0,0
1214.052,28.07,,36.47,30.0,0
1214.364,28.03,,37.52,30.0,0
1214.673,27.98,,39.07,30.0,0
1214.983,27.94,,40.13,150.0,0
1215.294,27.89,,41.71,150.0,0
1215.603,27.87,,42.25,150.0,0
1215.926,27.86,,42.78,0.0,0
1216.237,27.94,,40.16,0.0,0
1216.548,28.14,,34.39,0.0,0
1216.855,27.84,,43.29,0.0,0
1216.861,27.93,,40.7,0.0,0
1217.167,27.72,,47.01,0.0,0
1217.482,28.12,,35.02,0.0,0
1217.788,28.07,,36.56,390.0,0
1218.12,27.96,,39.67,390.0,0
1218.429,27.79,,44.88,390.0,0
1218.754,27.49,,53.81,60.0,0
1219.066,27.93,,40.78,60.0,0
1219.375,28.12,,35.07,60.0,0
1219.687,28.19,,32.98,60.0,0
1220.0,28.48,,24.05,150.0,0
1220.312,28.05,,37.08,150.0,0
1220.623,28.29,,29.74,150.0,0
1220.936,28.08,,36.02,150.0,0
1221.247,28.17,,33.37,150.0,0
1221.557,28.26,,30.75,150.0,0
1221.867,28.29,,29.67,300.0,0
1222.181,28.08,,35.92,300.0,0
1222.493,28.4,,26.46,300.0,0
1222.816,28.41,,25.9,300.0,0
1223.131,26.85,,72.96,0.0,0
1223.44,27.23,,61.51,0.0,0
1223.749,27.15,,64.22,0.0,0
1224.056,27.28,,60.25,30.0,0
1224.37,28.81,,14.27,30.0,0
1224.681,28.36,,27.84,30.0,0
1224.992,28.33,,28.85,60.0,0
1225.321,28.22,,31.96,60.0,0
1225.327,27.93,,40.86,60.0,0
1225.63,28.13,,34.61,60.0,0
1225.939,27.99,,38.77,0.0,0
1226.251,28.2,,32.46,0.0,0
1226.565,28.22,,31.89,0.0,0
1226.872,28.08,,36.05,90.0,0
1227.181,28.47,,24.48,90.0,0
1227.491,28.08,,35.95,90.0,0
1227.815,28.05,,36.98,270.0,0
1228.124,27.91,,41.16,270.0,0
1228.436,27.77,,45.4,270.0,0
1228.744,27.86,,42.82,270.0,0
1229.069,28.22,,31.84,360.0,0
1229.379,27.91,,41.24,360.0,0
1229.692,27.73,,46.5,360.0,0
1230.001,27.73,,46.52,0.0,0
1230.31,27.37,,57.55,0.0,0
1230.621,27.66,,48.71,0.0,0
1230.933,27.66,,48.75,30.0,0
1231.245,28.24,,31.5,30.0,0
1231.556,28.96,,9.8,30.0,0
1231.869,28.77,,15.48,30.0,0
1232.182,28.61,,20.07,60.0,0
1232.506,28.3,,29.43,60.0,0
1232.818,27.51,,53.14,60.0,0
1233.124,27.75,,45.84,2550.0,0
1233.434,28.15,,33.85,2550.0,0
1233.745,28.17,,33.31,2550.0,0
1233.75,28.29,,29.6,90.0,0
1234.056,28.27,,30.09,90.0,0
1234.383,27.96,,39.48,90.0,0
1234.708,28.33,,28.47,90.0,0
1235.017,27.88,,42.06,0.0,0
1235.325,27.93,,40.51,0.0,0
1235.646,27.98,,38.94,0.0,0
1235.956,27.63,,49.44,0.0,0
1236.269,28.07,,36.38,0.0,0
1236.581,28.03,,37.42,0.0,0
1236.893,27.75,,45.8,60.0,0
1237.203,28.05,,36.89,60.0,0
1237.513,27.87,,42.15,60.0,0
1237.825,27.89,,41.64,0.0,0
1238.135,28.19,,32.74,0.0,0
1238.446,27.68,,47.87,0.0,0
1238.771,27.91,,41.11,0.0,0
1239.082,27.86,,42.68,0.0,0
1239.396,27.75,,45.86,0.0,0
1239.705,27.86,,42.78,0.0,0
1240.014,28.15,,33.87,0.0,0
1240.324,27.79,,44.88,0.0,0
1240.638,27.88,,42.27,0.0,0
1240.947,27.94,,40.2,0.0,0
1241.257,27.91,,41.26,0.0,0
1241.57,28.01,,38.15,0.0,0
1241.896,27.61,,50.17,0.0,0
1241.901,27.56,,51.77,0.0,0
1242.206,27.23,,61.76,0.0,0
1242.518,27.46,,55.02,0.0,0
1242.828,27.89,,42.07,0.0,0
1243.139,27.86,,43.11,0.0,0
1243.448,28.17,,33.71,0.0,0
1243.772,28.24,,31.59,0.0,0
1244.084,28.55,,22.12,0.0,0
1244.391,28.74,,16.28,0.0,0
1244.702,28.47,,24.58,0.0,0
1245.012,28.41,,26.12,390.0,0
1245.324,28.12,,35.0,390.0,0
1245.648,28.26,,30.81,390.0,0
1245.96,28.17,,33.39,600.0,0
1246.271,28.17,,33.38,600.0,0
1246.583,28.15,,33.88,600.0,0
1246.893,28.33,,28.59,60.0,0
1247.205,28.01,,37.97,60.0,0
1247.519,27.7,,47.39,60.0,0
1247.828,27.65,,48.98,60.0,0
1248.136,27.09,,65.74,0.0,0
1248.447,27.46,,54.83,0.0,0
1248.762,27.65,,49.17,0.0,0
1249.072,27.84,,43.44,0.0,0
1249.4,27.93,,40.87,0.0,0
1249.707,27.91,,41.4,0.0,0
1250.015,27.91,,41.41,0.0,0
1250.327,27.89,,41.95,0.0,0
1250.33,28.45,,25.22,0.0,0
1250.64,28.13,,34.61,0.0,0
1250.949,28.13,,34.59,90.0,0
1251.267,28.17,,33.52,90.0,0
1251.576,28.19,,32.99,90.0,0
1251.887,28.17,,33.53,60.0,0
1252.198,28.33,,28.79,60.0,0
1252.522,27.99,,38.71,60.0,0
1252.833,27.96,,39.75,0.0,0
1253.146,27.96,,39.76,0.0,0
1253.46,27.6,,50.74,0.0,0
1253.771,27.61,,50.26,0.0,0
1254.079,27.6,,50.82,30.0,0
1254.392,27.65,,49.27,30.0,0
1254.701,28.01,,38.29,30.0,0
1255.014,28.38,,27.27,0.0,0
1255.324,28.45,,25.14,0.0,0
1255.638,28.43,,25.63,0.0,0
1255.947,28.14,,34.52,750.0,0
1256.259,28.47,,24.52,750.0,0
1256.583,28.38,,27.08,750.0,0
1256.892,28.38,,27.04,750.0,0
1257.2,28.34,,28.04,270.0,0
1257.511,28.33,,28.54,270.0,0
1257.827,28.5,,23.28,270.0,0
1258.136,28.5,,23.23,480.0,0
1258.446,28.47,,24.22,480.0,0
1258.762,28.12,,34.65,480.0,0
1259.083,27.87,,41.93,60.0,0
1259.085,27.7,,47.22,60.0,0
1259.388,27.68,,47.77,60.0,0
1259.697,27.68,,47.8,60.0,0
1260.007,27.79,,44.72,60.0,0
1260.32,27.98,,38.97,60.0,0
1260.632,28.12,,34.82,60.0,0
1260.949,28.2,,32.21,60.0,0
1261.267,28.53,,22.21,60.0,0
1261.576,28.22,,31.58,60.0,0
1261.883,28.17,,33.12,180.0,0
1262.206,28.19,,32.58,180.0,6
1262.51,28.24,,30.97,180.0,6
1262.822,28.4,,26.25,180.0,6
1263.147,28.73,,16.22,27360.0,6
1263.446,28.52,,22.45,27360.0,6
1263.769,28.48,,23.41,27360.0,6
1264.073,28.48,,23.36,36930.0,6
1264.39,28.2,,31.74,36930.0,6
1264.701,28.19,,32.24,36930.0,6
1265.011,28.2,,31.7,38220.0,6
1265.325,27.94,,39.57,38220.0,6
1265.633,27.98,,38.53,38220.0,6
1265.96,28.03,,36.96,39990.0,6
1266.272,28.03,,36.96,39990.0,6
1266.584,28.06,,35.91,39990.0,6
1266.894,28.41,,25.37,39990.0,6
1267.203,28.43,,24.8,39630.0,6
1267.515,28.38,,26.33,39630.0,6
1267.518,28.53,,21.55,39630.0,6
1267.827,28.43,,24.65,37920.0,6
1268.135,28.4,,25.6,37920.0,6
1268.46,28.76,,14.49,37920.0,6
1268.771,28.71,,16.0,36600.0,6
1269.083,28.71,,15.93,36600.0,6
1269.397,28.69,,16.39,36600.0,6
1269.725,28.36,,26.27,36600.0,6
1270.036,28.19,,31.48,35880.0,6
1270.347,28.5,,21.97,35880.0,6
1270.66,28.27,,28.77,35880.0,6
1270.97,28.27,,28.72,39990.0,6
1271.282,28.31,,27.64,39990.0,6
1271.595,27.99,,37.1,39990.0,6
1271.898,28.03,,36.05,42210.0,6
1272.215,28.06,,35.0,42210.0,6
1272.527,28.11,,33.42,42210.0,6
1272.844,28.38,,25.51,42210.0,6
1273.15,28.34,,26.52,46350.0,6
1273.476,28.57,,19.64,46350.0,6
1273.785,28.52,,21.15,46350.0,6
1274.086,28.48,,22.09,40320.0,6
1274.403,28.43,,23.61,40320.0,6
1274.717,28.47,,22.51,40320.0,6
1275.023,28.47,,22.46,38730.0,6
1275.339,28.48,,21.88,38730.0,6
1275.661,28.64,,17.05,38730.0,6
1275.663,28.33,,26.47,38730.0,6
1275.973,28.36,,25.39,39060.0,6
1276.283,28.08,,33.76,39060.0,34
1276.587,28.17,,31.13,39060.0,34
1276.904,27.92,,38.48,47280.0,34
1277.211,27.89,,39.54,47280.0,24
1277.529,28.03,,35.36,47280.0,12
1277.838,27.96,,37.45,51360.0,9
1278.15,27.99,,36.41,51360.0,9
1278.475,28.72,,14.54,51360.0,9
1278.784,28.7,,14.99,51360.0,9
1279.094,28.68,,15.44,41070.0,9
1279.404,28.67,,15.9,41070.0,9
1279.713,28.29,,27.11,41070.0,9
1280.026,28.5,,20.7,41010.0,9
1280.349,28.48,,21.17,41010.0,9
1280.657,28.69,,14.8,41010.0,9
1280.967,28.45,,22.12,42480.0,9
1281.276,28.73,,13.67,42480.0,9
1281.586,28.64,,16.24,42480.0,9
1281.916,28.31,,26.15,42480.0,9
1282.221,28.27,,27.16,40080.0,9
1282.533,27.98,,36.06,40080.0,9
1282.844,27.92,,37.63,40080.0,9
1283.152,27.8,,41.34,41910.0,9
1283.461,27.77,,42.41,41910.0,9
1283.785,27.8,,41.39,41910.0,9
1284.095,27.89,,38.79,41370.0,9
1284.098,27.92,,37.75,41370.0,9
1284.407,28.27,,27.24,41370.0,9
1284.716,28.27,,27.21,41370.0,9
1285.028,28.17,,30.33,40920.0,9
1285.336,28.45,,21.89,40920.0,9
1285.662,28.41,,22.88,40920.0,9
1285.975,28.41,,22.84,40350.0,9
1286.286,28.64,,15.97,40350.0,9
1286.599,28.38,,23.8,40350.0,9
1286.911,28.31,,25.85,40920.0,9
1287.221,28.4,,23.14,40920.0,9
1287.534,28.47,,20.99,40920.0,9
1287.843,28.47,,20.94,40920.0,9
1288.155,28.5,,19.85,41040.0,9
1288.469,28.12,,31.35,41040.0,9
1288.779,27.82,,40.28,41040.0,9
1289.088,27.8,,40.82,42030.0,9
1289.403,27.77,,41.89,42030.0,9
1289.713,27.8,,40.87,42030.0,9
1290.023,27.89,,38.27,41940.0,9
1290.336,28.22,,28.23,41940.0,9
1290.65,28.29,,26.12,41940.0,9
1290.976,28.64,,15.58,41940.0,9
1291.285,28.62,,16.04,41850.0,9
1291.596,28.55,,18.1,41850.0,9
1291.907,28.85,,9.04,41850.0,9
1292.219,28.76,,11.6,40830.0,9
1292.525,28.76,,11.53,40830.0,9
1292.838,28.74,,11.98,40830.0,9
1292.841,28.69,,13.48,42540.0,9
1293.161,28.26,,26.52,42540.0,9
1293.474,28.47,,20.18,42540.0,9
1293.788,28.19,,28.55,40890.0,9
1294.087,28.2,,28.01,40890.0,9
1294.414,28.24,,26.94,40890.0,9
1294.722,27.98,,34.78,40890.0,9
1295.034,28.01,,33.74,42570.0,9
1295.341,27.96,,35.3,42570.0,9
1295.648,27.94,,35.83,42570.0,9
1295.976,27.92,,36.36,44280.0,9
1296.284,28.13,,30.06,44280.0,9
1296.595,28.15,,29.52,44280.0,9
1296.906,28.38,,22.67,43050.0,9
1297.219,28.31,,24.72,43050.0,9
1297.527,28.34,,23.64,43050.0,9
1297.84,28.31,,24.65,43050.0,9
1298.149,28.05,,32.5,41730.0,9
1298.476,28.36,,23.05,41730.0,9
1298.773,28.33,,24.05,41730.0,9
1299.099,28.59,,16.14,42030.0,9
1299.406,28.26,,26.02,42030.0,9
1299.718,28.26,,25.99,42030.0,9
1300.024,28.29,,24.92,41790.0,9
1300.337,27.98,,34.34,41790.0,9
1300.663,28.1,,30.69,41790.0,9
1300.975,27.79,,40.13,41790.0,9
1300.981,27.91,,36.48,42720.0,9
1301.283,27.94,,35.45,42720.0,9
1301.596,27.98,,34.41,42720.0,9
1301.902,28.27,,25.48,42150.0,9
1302.21,28.12,,30.17,42150.0,9
1302.54,28.41,,21.23,42150.0,9
1302.85,28.73,,11.71,41760.0,9
1303.16,28.68,,13.21,41760.0,9
1303.468,28.64,,14.14,41760.0,9
1303.776,28.61,,15.13,41760.0,9
1304.09,28.22,,26.63,40950.0,9
1304.401,28.52,,17.66,40950.0,9
1304.714,28.47,,19.2,40950.0,9
1305.028,28.4,,21.18,39420.0,9
1305.336,28.48,,18.53,39420.0,9
1305.665,28.29,,24.29,39420.0,9
1305.994,28.1,,30.03,40530.0,9
1306.3,28.2,,26.9,40530.0,9
1306.61,27.84,,37.91,40530.0,9
1306.922,27.72,,41.59,40530.0,9
1307.233,27.79,,39.52,41970.0,9
1307.542,27.7,,42.15,41970.0,9
1307.868,28.03,,32.21,41970.0,9
1308.174,28.1,,30.11,41850.0,9
1308.486,28.36,,22.19,41850.0,9
1308.794,28.5,,17.98,41850.0,9
1309.105,29.59,,0.0,39990.0,9
1309.419,29.7,,0.0,39990.0,9
1309.424,29.1,,0.0,39990.0,9
1309.727,29.07,,0.26,39990.0,9
1310.053,27.58,,45.03,39600.0,9
1310.365,27.49,,47.68,39600.0,9
1310.671,27.8,,38.29,39600.0,9
1310.979,28.21,,26.24,38250.0,9
1311.291,28.34,,22.06,38250.0,9
1311.602,28.38,,20.98,38250.0,9
1311.926,28.13,,28.31,43080.0,9
1312.236,28.1,,29.34,43080.0,9
1312.549,27.77,,39.33,43080.0,9
1312.855,27.73,,40.39,43080.0,9
1313.167,27.73,,40.42,42960.0,9
1313.49,28.1,,29.38,42960.0,9
1313.802,28.08,,29.89,42960.0,9
1314.111,28.29,,23.59,41400.0,9
1314.421,28.27,,24.08,41400.0,9
1314.731,28.13,,28.29,41400.0,9
1315.042,28.13,,28.28,41850.0,9
1315.366,28.5,,17.2,41850.0,9
1315.676,28.48,,17.67,41850.0,9
1315.985,28.45,,18.67,41850.0,9
1316.295,28.53,,16.01,41610.0,9
1316.605,28.52,,16.49,41610.0,9
1316.914,28.6,,13.77,41610.0,9
1317.239,28.29,,23.12,39810.0,9
1317.548,28.29,,23.09,39810.0,9
1317.857,28.05,,30.43,39810.0,9
1317.863,28.03,,30.94,40290.0,9
1318.171,27.87,,35.73,40290.0,9
1318.477,27.8,,37.83,40290.0,9
1318.802,27.8,,37.85,40290.0,9
1319.114,27.84,,36.83,42300.0,9
1319.42,27.8,,37.89,42300.0,9
1319.733,27.98,,32.65,42300.0,9
1320.041,28.2,,25.82,41580.0,9
1320.351,28.12,,28.41,41580.0,9
1320.679,28.12,,28.4,41580.0,9
1320.986,28.05,,30.49,41220.0,9
1321.295,28.13,,27.85,41220.0,9
1321.608,28.19,,26.27,41220.0,9
1321.92,28.41,,19.43,41850.0,9
1322.231,28.24,,24.62,41850.0,9
1322.543,28.26,,24.08,41850.0,9
1322.854,28.17,,26.68,41850.0,9
1323.18,27.96,,32.96,42210.0,9
1323.49,27.96,,32.97,42210.0,9
1323.803,27.94,,33.49,42210.0,9
1324.113,27.7,,40.84,41490.0,9
1324.426,27.68,,41.42,41490.0,9
1324.739,27.65,,42.49,41490.0,9
1325.049,27.61,,43.57,41430.0,9
1325.359,27.59,,44.13,41430.0,9
