Tiempo (s),Temperatura (°C),Potencia Luz (%),Potencia Luz Aplicada (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
320.413,26.65,,13.87,540.0,0
320.724,26.68,,12.77,180.0,0
321.035,26.72,,11.67,180.0,0
321.347,26.63,,14.12,180.0,0
321.656,26.51,,17.67,0.0,0
321.967,26.18,,27.39,0.0,0
322.277,26.15,,28.4,0.0,0
322.589,26.27,,24.77,0.0,0
322.916,26.32,,23.16,840.0,0
323.239,26.63,,13.88,840.0,0
323.55,26.68,,12.27,840.0,0
323.862,26.66,,12.72,480.0,0
324.173,26.46,,18.85,480.0,0
324.485,26.34,,22.36,480.0,0
324.798,26.25,,24.91,630.0,0
325.108,26.17,,27.46,630.0,0
325.418,26.39,,20.73,630.0,0
325.731,26.51,,17.1,300.0,0
326.042,26.68,,11.8,300.0,0
326.353,26.38,,20.95,300.0,0
326.677,26.41,,19.88,300.0,0
326.99,26.39,,20.35,120.0,0
327.302,26.55,,15.67,120.0,0
327.615,26.66,,12.1,120.0,0
327.617,26.56,,15.14,30.0,0
327.927,26.59,,14.05,30.0,0
328.237,26.59,,14.0,30.0,0
328.547,26.51,,16.52,120.0,0
328.86,26.25,,24.16,120.0,0
329.167,26.3,,22.59,120.0,0
329.481,26.24,,24.62,120.0,0
329.793,26.29,,23.05,180.0,0
330.103,26.46,,17.88,180.0,0
330.429,26.37,,20.37,180.0,0
330.729,26.42,,18.78,150.0,0
331.055,26.58,,14.08,150.0,0
331.382,26.78,,7.8,150.0,0
331.692,26.78,,7.72,30.0,0
331.997,26.87,,4.96,30.0,0
332.31,26.68,,10.56,30.0,0
332.623,26.27,,22.88,30.0,0
332.934,26.48,,16.65,30.0,0
333.247,26.44,,17.61,30.0,0
333.559,26.32,,21.17,30.0,0
333.87,26.49,,16.0,90.0,0
334.182,26.22,,24.21,90.0,0
334.509,26.2,,24.71,90.0,0
334.836,26.18,,25.2,30.0,0
335.147,26.29,,22.08,30.0,0
335.455,26.42,,17.93,30.0,0
335.456,26.54,,14.27,30.0,0
335.767,26.53,,14.73,450.0,0
336.078,26.51,,15.14,450.0,0
336.389,26.42,,17.66,450.0,0
336.699,26.2,,24.33,60.0,0
337.011,26.29,,21.74,60.0,0
337.322,26.58,,12.91,60.0,0
337.65,26.72,,8.66,90.0,0
337.96,26.82,,5.5,90.0,0
338.272,26.82,,5.42,90.0,0
338.581,26.54,,13.63,90.0,0
338.892,26.49,,15.12,480.0,0
339.205,26.35,,19.17,480.0,0
339.515,26.34,,19.65,480.0,0
339.825,26.29,,21.16,300.0,0
340.136,26.29,,21.13,300.0,0
340.449,26.2,,23.68,300.0,0
340.76,26.05,,28.28,690.0,0
341.086,26.17,,24.67,690.0,0
341.394,26.17,,24.65,690.0,0
341.705,26.22,,23.09,690.0,0
342.019,26.37,,18.44,120.0,0
342.329,26.35,,18.88,120.0,0
342.64,26.32,,19.87,120.0,0
342.951,26.23,,22.41,90.0,0
343.262,26.44,,16.17,90.0,0
343.576,26.49,,14.57,90.0,0
343.885,26.89,,2.57,150.0,0
344.197,26.99,,0.0,150.0,0
344.2,26.73,,7.06,150.0,0
344.51,26.6,,11.11,150.0,0
344.836,26.39,,17.25,90.0,0
345.149,26.25,,21.33,90.0,0
345.475,26.27,,20.79,90.0,0
345.786,26.35,,18.18,450.0,0
346.087,26.42,,16.09,450.0,0
346.407,26.39,,17.07,450.0,0
346.716,26.3,,19.58,570.0,0
347.029,26.23,,21.61,570.0,0
347.342,26.15,,24.16,570.0,0
347.651,26.15,,24.15,570.0,0
347.976,25.96,,29.78,390.0,0
348.286,26.18,,23.07,390.0,0
348.598,26.15,,24.08,390.0,0
348.91,26.29,,19.94,690.0,0
349.222,26.68,,8.05,690.0,0
349.533,26.68,,7.91,690.0,0
349.844,26.72,,6.82,30.0,0
350.155,26.54,,11.9,30.0,0
350.463,26.56,,11.32,30.0,0
350.775,26.61,,9.72,30.0,0
351.088,26.29,,19.44,60.0,0
351.399,26.24,,20.95,60.0,0
351.724,26.08,,25.59,60.0,0
352.036,26.01,,27.64,150.0,0
352.04,25.98,,28.67,150.0,0
352.346,26.22,,21.46,150.0,0
352.658,26.06,,26.08,690.0,0
352.967,26.29,,19.36,690.0,0
353.278,26.42,,15.22,690.0,0
353.589,26.44,,14.66,210.0,0
353.902,26.46,,14.06,210.0,0
354.213,26.34,,17.64,210.0,0
354.525,26.29,,19.15,210.0,0
354.851,26.27,,19.64,0.0,0
355.164,26.44,,14.44,0.0,0
355.475,26.32,,17.96,0.0,0
355.784,26.48,,13.28,360.0,0
356.098,26.44,,14.27,360.0,0
356.406,26.37,,16.3,360.0,0
356.719,26.44,,14.2,300.0,0
357.026,26.35,,16.69,300.0,0
357.337,26.39,,15.63,300.0,0
357.65,26.3,,18.17,300.0,0
357.962,26.3,,18.14,270.0,0
358.287,26.32,,17.6,270.0,0
358.598,26.22,,20.61,270.0,0
358.908,26.15,,22.65,90.0,0
359.218,26.17,,22.12,90.0,0
359.53,26.1,,24.17,90.0,0
359.84,26.13,,23.13,840.0,0
360.148,26.32,,17.43,840.0,0
360.464,26.27,,18.94,840.0,0
360.789,27.59,,0.0,840.0,0
360.79,27.56,,0.0,90.0,0
361.096,27.56,,0.0,90.0,0
361.408,27.49,,0.0,90.0,0
361.718,26.17,,21.23,0.0,0
362.027,26.17,,21.21,0.0,0
362.337,26.34,,16.02,0.0,0
362.65,26.44,,12.89,330.0,0
362.962,12.52,,100.0,330.0,0
363.275,12.69,,100.0,330.0,0
363.603,12.62,,100.0,330.0,0
363.914,12.7,,100.0,30.0,0
364.223,27.03,,1.87,30.0,0
364.533,26.82,,7.97,30.0,0
364.843,26.78,,8.92,90.0,0
365.154,26.48,,18.13,90.0,0
365.468,26.2,,26.37,90.0,0
365.781,26.27,,24.26,150.0,0
366.093,26.06,,30.41,150.0,0
366.408,26.34,,22.15,150.0,0
366.719,26.48,,17.99,150.0,0
367.031,26.61,,13.8,90.0,0
367.34,26.84,,6.98,90.0,0
367.652,26.85,,6.38,90.0,0
367.963,26.73,,9.91,270.0,0
368.288,26.47,,17.58,270.0,0
368.601,26.49,,17.02,270.0,0
368.911,26.51,,16.4,0.0,0
369.221,26.44,,18.41,0.0,0
369.225,26.54,,15.28,0.0,0
369.531,26.39,,19.86,0.0,0
369.846,26.24,,24.46,30.0,0
370.156,26.2,,25.46,30.0,0
370.468,26.17,,26.47,30.0,0
370.777,26.15,,26.97,570.0,0
371.09,26.34,,21.29,570.0,0
371.4,26.29,,22.8,570.0,0
371.724,26.17,,26.35,450.0,0
372.033,26.6,,13.39,450.0,0
372.348,26.53,,15.39,450.0,0
372.659,26.39,,19.45,450.0,0
372.97,26.75,,8.57,30.0,0
373.281,26.29,,22.41,30.0,0
373.593,26.17,,25.98,30.0,0
373.903,26.44,,17.72,60.0,0
374.214,26.25,,23.37,60.0,0
374.527,26.27,,22.83,60.0,0
374.838,26.53,,15.02,540.0,0
375.167,26.27,,22.7,540.0,0
375.474,26.17,,25.76,540.0,0
375.782,26.17,,25.75,540.0,0
376.094,25.88,,34.49,60.0,0
376.405,25.83,,36.06,60.0,0
376.714,25.77,,37.62,60.0,0
377.036,25.81,,36.61,780.0,0
377.347,25.84,,35.61,780.0,0
377.658,26.18,,25.34,780.0,0
377.968,25.38,,49.61,180.0,0
377.97,25.36,,50.19,180.0,0
378.275,25.55,,44.58,180.0,0
378.588,25.38,,49.79,180.0,0
378.913,26.39,,19.41,210.0,0
379.221,26.65,,11.61,210.0,0
379.534,26.73,,8.96,210.0,0
379.846,26.5,,16.05,360.0,0
380.157,26.46,,17.04,360.0,0
380.468,26.27,,22.63,360.0,0
380.778,26.01,,30.35,420.0,0
381.088,26.32,,21.13,420.0,0
381.402,26.25,,23.16,420.0,0
381.712,26.48,,16.44,750.0,0
382.036,26.29,,22.02,750.0,0
382.351,26.12,,27.12,750.0,0
382.66,26.15,,26.08,750.0,0
382.972,26.03,,29.68,450.0,0
383.281,25.96,,31.74,450.0,0
383.592,26.29,,21.97,450.0,0
383.901,26.2,,24.52,1230.0,0
384.225,26.29,,21.92,1230.0,0
384.534,26.44,,17.24,1230.0,0
384.845,26.41,,18.23,180.0,0
385.156,26.59,,12.46,180.0,0
385.467,26.53,,14.47,180.0,0
385.778,26.6,,12.34,180.0,0
386.088,26.65,,10.73,60.0,0
386.412,26.53,,14.28,60.0,0
386.415,26.48,,15.73,60.0,0
386.724,26.2,,23.94,60.0,0
387.033,26.08,,27.52,60.0,0
387.343,26.0,,30.09,60.0,0
387.655,26.08,,27.51,90.0,0
387.965,26.22,,23.37,90.0,0
388.275,26.32,,20.26,90.0,0
388.602,26.42,,17.15,90.0,0
388.903,26.32,,20.19,630.0,0
389.215,26.22,,23.25,630.0,0
389.524,26.15,,25.28,630.0,0
389.85,26.29,,21.13,420.0,0
390.162,26.32,,20.07,420.0,0
390.467,26.35,,19.01,420.0,0
390.778,26.58,,12.25,210.0,0
391.087,26.32,,19.86,210.0,0
391.399,26.29,,20.86,210.0,0
391.722,26.51,,14.1,210.0,0
392.032,26.24,,22.31,120.0,0
392.346,26.39,,17.68,120.0,0
392.658,26.32,,19.68,120.0,0
392.968,26.03,,28.43,210.0,0
393.281,26.05,,27.92,210.0,0
393.589,26.03,,28.43,210.0,0
393.904,25.91,,32.03,90.0,0
394.215,25.94,,31.01,90.0,0
394.526,25.96,,30.5,90.0,0
394.852,26.06,,27.42,90.0,0
394.856,26.06,,27.42,960.0,0
395.159,26.29,,20.66,960.0,0
395.463,26.34,,19.09,960.0,0
395.783,26.55,,12.84,60.0,0
396.094,26.58,,11.76,60.0,0
396.408,26.91,,1.91,60.0,0
396.72,26.63,,10.03,210.0,0
397.034,26.41,,16.7,210.0,0
397.343,26.75,,6.29,210.0,0
397.656,26.61,,10.35,210.0,0
397.967,26.6,,10.81,60.0,0
398.277,26.32,,18.95,60.0,0
398.599,25.93,,30.82,60.0,0
398.911,25.84,,33.41,90.0,0
399.225,25.86,,32.91,90.0,0
399.537,25.84,,33.44,90.0,0
399.847,26.06,,26.77,930.0,0
400.158,25.93,,30.87,930.0,0
400.468,26.08,,26.25,930.0,0
400.774,26.1,,25.73,930.0,0
401.094,26.06,,26.75,270.0,0
401.404,26.37,,17.46,270.0,0
401.718,26.32,,18.97,270.0,0
402.028,26.6,,10.67,150.0,0
402.339,26.63,,9.59,150.0,0
402.651,26.85,,2.8,150.0,0
402.962,26.7,,7.28,330.0,0
403.274,26.65,,8.77,330.0,0
403.601,26.56,,11.28,330.0,0
403.603,26.3,,18.97,330.0,0
403.913,26.15,,23.58,120.0,0
404.222,26.13,,24.06,120.0,0
404.533,26.15,,23.53,120.0,0
404.842,26.17,,23.0,990.0,0
405.155,26.22,,21.44,990.0,0
405.468,25.98,,28.63,990.0,0
405.78,25.88,,31.71,420.0,0
406.101,26.0,,28.12,420.0,0
406.412,25.79,,34.28,420.0,0
406.725,25.84,,32.76,420.0,0
407.039,26.59,,10.38,270.0,0
407.35,26.48,,13.35,270.0,0
407.661,26.64,,8.69,270.0,0
407.972,26.74,,5.53,510.0,0
408.286,26.03,,26.83,510.0,0
408.597,26.25,,20.12,510.0,0
408.91,21.27,,100.0,0.0,0
409.22,21.45,,100.0,0.0,0
409.532,21.65,,100.0,0.0,0
409.845,21.58,,100.0,0.0,0
410.155,26.7,,8.88,0.0,0
410.465,26.48,,15.53,0.0,0
410.776,26.29,,21.16,0.0,0
411.102,26.15,,25.25,90.0,0
411.411,26.05,,28.34,90.0,0
411.72,26.29,,21.08,90.0,0
412.03,26.3,,20.54,90.0,0
412.338,26.37,,18.45,90.0,0
412.339,26.34,,19.44,90.0,0
412.65,26.24,,22.48,270.0,0
412.975,26.1,,26.61,270.0,0
413.283,26.24,,22.46,270.0,0
413.597,26.51,,14.16,270.0,0
413.909,26.66,,9.5,600.0,0
414.221,26.7,,8.4,600.0,0
414.53,26.75,,6.65,600.0,0
414.842,26.54,,12.79,660.0,0
415.152,26.6,,11.19,660.0,0
415.466,26.61,,10.62,660.0,0
415.79,26.27,,20.93,120.0,0
416.101,26.32,,19.29,120.0,0
416.41,26.32,,19.26,120.0,0
416.722,26.34,,18.72,120.0,0
417.034,26.34,,18.68,90.0,0
417.35,26.12,,25.35,90.0,0
417.656,26.23,,21.72,90.0,0
417.968,26.12,,25.29,750.0,0
418.275,26.08,,26.31,750.0,0
418.587,26.27,,20.63,750.0,0
418.913,26.24,,21.63,90.0,0
419.225,26.22,,22.11,90.0,0
419.535,26.51,,13.3,90.0,0
419.847,26.34,,18.41,90.0,0
420.159,26.49,,13.72,1440.0,0
420.473,26.48,,14.18,1440.0,0
420.783,26.46,,14.59,1440.0,0
420.787,26.46,,14.54,630.0,0
421.095,26.42,,15.53,630.0,0
421.406,26.31,,19.08,630.0,0
421.72,26.01,,27.83,210.0,0
422.028,26.25,,20.58,210.0,0
422.34,26.1,,25.21,210.0,0
422.651,26.24,,21.09,210.0,0
422.962,26.27,,20.04,390.0,0
423.274,26.32,,18.47,390.0,0
423.598,26.13,,24.13,390.0,0
423.911,26.15,,23.6,90.0,0
424.224,26.17,,23.07,90.0,0
424.537,26.13,,24.08,90.0,0
424.845,26.17,,23.02,930.0,0
425.155,26.08,,25.57,930.0,0
425.467,26.22,,21.44,930.0,0
425.778,26.3,,18.84,930.0,0
426.091,26.56,,11.07,930.0,0
426.404,26.39,,16.1,930.0,0
426.718,26.53,,11.92,930.0,0
427.026,26.51,,12.38,720.0,0
427.35,26.32,,18.01,720.0,0
427.66,26.22,,21.07,720.0,0
427.972,26.27,,19.49,180.0,0
428.282,26.24,,20.49,180.0,0
428.594,26.2,,21.5,180.0,0
428.904,26.13,,23.53,180.0,0
429.215,25.91,,30.23,810.0,0
429.525,25.71,,36.4,810.0,0
429.528,25.71,,36.43,810.0,0
429.851,25.74,,35.44,570.0,0
430.163,25.67,,37.51,570.0,0
430.473,25.71,,36.52,570.0,0
430.785,26.08,,25.14,120.0,0
431.095,26.27,,19.46,120.0,0
431.411,26.37,,16.36,120.0,0
431.721,26.44,,14.26,120.0,0
432.031,26.27,,19.42,180.0,0
432.341,26.46,,13.7,180.0,0
432.653,26.39,,15.71,180.0,0
432.976,26.46,,13.6,360.0,0
433.286,26.25,,19.75,360.0,0
433.594,26.24,,20.24,360.0,0
433.907,26.25,,19.7,660.0,0
434.216,26.13,,23.28,660.0,0
434.529,26.2,,21.21,660.0,0
434.838,26.27,,19.13,660.0,0
435.15,26.22,,20.65,1290.0,0
435.474,26.13,,23.19,1290.0,0
435.785,26.1,,24.21,1290.0,0
436.098,25.96,,28.32,990.0,0
436.41,25.94,,28.83,990.0,0
436.721,25.98,,27.81,990.0,0
437.029,26.46,,13.32,150.0,0
437.34,26.46,,13.27,150.0,0
437.655,26.53,,11.17,150.0,0
437.967,26.44,,13.69,150.0,0
437.969,26.51,,11.57,990.0,0
438.276,26.39,,15.14,990.0,0
438.588,26.55,,10.45,990.0,0
438.914,26.38,,15.5,90.0,0
439.224,26.07,,24.76,90.0,0
439.535,25.86,,30.94,90.0,0
439.844,25.71,,35.6,510.0,0
440.155,26.18,,21.24,510.0,0
440.466,26.18,,21.22,510.0,0
440.775,26.2,,20.69,180.0,0
441.098,26.15,,22.16,180.0,0
441.408,25.88,,30.4,180.0,0
441.721,25.95,,28.36,180.0,0
442.033,25.98,,27.33,300.0,0
442.34,25.95,,28.35,300.0,0
442.65,25.76,,34.06,300.0,0
442.976,25.72,,35.11,210.0,0
443.286,25.93,,28.94,210.0,0
443.598,26.24,,19.73,210.0,0
443.911,26.39,,15.06,90.0,0
444.222,26.42,,13.95,90.0,0
444.532,26.41,,14.42,90.0,0
444.843,26.32,,16.95,90.0,0
445.157,26.37,,15.36,900.0,0
445.467,26.36,,15.84,900.0,0
445.778,26.12,,22.99,900.0,0
446.09,26.08,,24.01,120.0,0
446.4,25.88,,30.2,120.0,0
446.715,25.88,,30.21,120.0,0
446.719,26.06,,24.58,120.0,0
447.025,26.06,,24.57,120.0,0
447.338,25.93,,28.67,120.0,0
447.65,26.22,,19.89,120.0,0
447.976,26.1,,23.47,90.0,0
448.287,26.13,,22.43,90.0,0
448.601,26.12,,22.92,90.0,0
448.914,25.89,,29.64,930.0,0
449.224,26.05,,25.02,930.0,0
449.534,26.29,,17.76,930.0,0
449.841,26.32,,16.71,240.0,0
450.159,26.77,,3.15,240.0,0
450.471,26.65,,6.68,240.0,0
450.783,26.31,,16.94,240.0,0
451.097,26.39,,14.34,300.0,0
451.409,26.12,,22.61,300.0,0
451.725,26.08,,23.62,300.0,0
452.039,26.12,,22.59,570.0,0
452.35,26.03,,25.15,570.0,0
452.663,25.93,,28.23,570.0,0
452.974,25.89,,29.27,420.0,0
453.284,25.86,,30.32,420.0,0
453.593,25.96,,27.25,420.0,0
453.905,26.13,,22.09,420.0,0
454.216,26.25,,18.49,150.0,0
454.526,26.29,,17.41,150.0,0
454.85,26.2,,19.95,150.0,0
454.852,26.06,,24.06,60.0,0
455.158,26.2,,19.93,60.0,0
455.468,26.17,,20.93,60.0,0
455.778,26.29,,17.26,150.0,0
456.087,26.46,,12.07,150.0,0
456.398,26.3,,16.67,150.0,0
456.721,26.32,,16.12,150.0,0
457.033,26.12,,22.28,30.0,0
457.34,26.0,,25.87,30.0,0
457.65,25.93,,27.93,30.0,0
457.976,25.93,,27.94,360.0,0
458.286,25.96,,26.92,360.0,0
458.597,26.0,,25.89,360.0,0
458.907,26.08,,23.31,120.0,0
459.22,26.2,,19.7,120.0,0
459.527,26.13,,21.74,120.0,0
459.837,26.06,,23.78,120.0,0
460.152,26.01,,25.32,0.0,0
460.463,25.96,,26.86,0.0,0
460.775,26.22,,19.13,0.0,0
461.101,26.3,,16.53,0.0,0
461.415,26.39,,13.93,0.0,0
461.744,26.44,,12.34,0.0,0
462.07,26.73,,3.44,420.0,0
462.372,26.7,,4.4,420.0,0
462.682,26.65,,5.87,420.0,0
463.006,26.75,,2.71,420.0,0
463.01,26.53,,9.36,30.0,0
463.318,26.3,,15.97,30.0,0
463.631,26.29,,16.45,30.0,0
463.942,26.1,,22.1,240.0,0
464.251,26.06,,23.12,240.0,0
464.564,26.25,,17.47,240.0,0
464.875,26.17,,20.02,750.0,0
465.187,26.01,,24.62,750.0,0
465.499,25.93,,27.18,750.0,0
465.811,25.83,,30.27,750.0,0
466.122,25.96,,26.16,180.0,0
466.445,26.29,,16.37,180.0,0
466.754,26.56,,8.09,180.0,0
467.064,26.53,,9.06,90.0,0
467.376,26.39,,13.14,90.0,0
467.684,26.32,,15.17,90.0,0
468.009,26.25,,17.15,810.0,0
468.318,26.51,,9.41,810.0,0
468.629,26.42,,11.93,810.0,0
468.931,26.18,,19.1,30.0,0
469.254,25.91,,27.33,30.0,0
469.569,25.67,,34.54,30.0,0
469.881,25.6,,36.63,30.0,0
470.192,25.65,,35.12,150.0,0
470.502,25.88,,28.48,150.0,0
470.812,26.0,,24.91,150.0,0
471.125,26.08,,22.35,0.0,0
471.432,26.03,,23.88,0.0,0
471.434,26.01,,24.4,0.0,0
471.745,26.05,,23.37,0.0,0
472.056,26.1,,21.83,0.0,0
472.382,26.37,,13.56,0.0,0
472.693,26.37,,13.53,0.0,0
473.008,26.32,,15.03,0.0,0
473.334,26.51,,9.31,0.0,0
473.647,26.43,,11.77,0.0,0
473.947,26.36,,13.79,780.0,0
474.272,26.67,,4.47,780.0,0
474.579,26.24,,17.27,780.0,0
474.892,26.31,,15.19,240.0,0
475.2,25.93,,26.52,240.0,0
475.509,25.59,,36.83,240.0,0
475.834,25.77,,31.24,240.0,0
476.146,25.77,,31.26,180.0,0
476.457,25.88,,28.21,180.0,0
476.77,25.96,,25.66,180.0,0
477.082,25.94,,26.18,150.0,0
477.392,25.98,,25.16,150.0,0
477.701,26.0,,24.65,150.0,0
478.012,26.08,,22.07,210.0,0
478.321,26.25,,16.9,210.0,0
478.649,26.18,,18.93,210.0,0
478.962,26.39,,12.71,210.0,0
479.289,26.29,,15.76,0.0,0
479.294,26.46,,10.58,0.0,0
479.615,26.48,,9.99,0.0,0
479.927,26.25,,16.66,30.0,0
480.238,26.2,,18.18,30.0,0
480.546,26.24,,17.12,30.0,0
480.858,26.08,,21.73,30.0,0
481.169,26.1,,21.19,30.0,0
481.48,26.05,,22.72,30.0,0
481.791,25.86,,28.39,30.0,0
482.103,25.91,,26.86,930.0,0
482.416,25.82,,29.44,930.0,0
482.728,26.0,,24.34,930.0,0
483.042,25.96,,25.37,390.0,0
483.356,25.94,,25.88,390.0,0
483.667,26.01,,23.83,390.0,0
483.977,25.94,,25.89,780.0,0
