Tiempo,Temperatura (°C),Potencia Luz (%),Potencia Luz Aplicada (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
0.172,22.32,0,,0.0,0
0.483,22.3,0,,0.0,0
0.793,22.32,0,,0.0,0
1.101,22.28,0,,0.0,0
1.419,22.25,0,,0.0,0
1.731,22.25,0,,0.0,0
2.048,22.22,0,,0.0,0
2.351,22.22,0,,0.0,0
2.669,22.22,0,,0.0,0
2.978,22.17,0,,0.0,0
3.289,22.18,0,,0.0,0
3.614,22.18,0,,0.0,0
3.923,22.15,0,,0.0,0
4.235,22.2,0,,0.0,0
4.546,22.2,0,,0.0,0
4.855,22.22,0,,0.0,0
5.165,22.22,0,,0.0,0
5.477,22.28,0,,0.0,0
5.788,22.28,0,,0.0,0
6.116,22.27,0,,0.0,0
6.429,22.18,0,,0.0,0
6.43,22.13,0,,0.0,0
6.757,22.07,0,,0.0,0
7.082,22.05,0,,0.0,0
7.391,22.13,0,,0.0,0
7.705,22.22,0,,0.0,0
8.016,22.23,0,,0.0,0
8.328,22.23,0,,0.0,0
8.638,22.3,0,,0.0,0
8.951,22.15,0,,0.0,0
9.26,22.08,0,,0.0,0
9.584,22.05,0,,0.0,0
9.894,21.97,0,,0.0,0
10.202,22.07,0,,0.0,0
10.514,22.15,0,,0.0,0
10.822,22.08,0,,0.0,0
11.131,22.15,0,,0.0,0
11.452,22.13,0,,0.0,0
11.765,22.08,0,,0.0,0
12.078,22.17,0,,0.0,0
12.389,22.1,0,,0.0,0
12.698,22.08,0,,0.0,0
13.01,22.08,0,,0.0,0
13.334,22.08,0,,0.0,0
13.645,22.02,0,,0.0,0
13.958,22.05,0,,0.0,0
13.959,22.08,0,,0.0,0
14.272,21.97,0,,0.0,0
14.583,22.02,0,,0.0,0
14.891,22.05,0,,0.0,0
15.198,22.03,0,,0.0,0
15.508,22.07,0,,0.0,0
15.819,22.07,0,,0.0,0
16.143,22.0,0,,0.0,0
16.454,21.98,0,,0.0,0
16.764,21.97,0,,0.0,0
17.072,21.98,0,,0.0,0
17.393,22.0,0,,0.0,0
17.704,22.05,0,,0.0,0
18.014,22.07,0,,0.0,0
18.326,22.02,0,,0.0,0
18.637,22.02,0,,0.0,0
18.947,22.02,0,,0.0,0
19.257,22.05,0,,0.0,0
19.581,22.1,0,,0.0,0
19.891,22.18,0,,0.0,0
20.2,22.18,0,,0.0,0
20.512,22.1,0,,0.0,0
20.823,22.13,0,,0.0,0
21.133,22.08,0,,0.0,0
21.455,22.15,0,,0.0,0
21.765,22.27,0,,0.0,0
22.075,22.12,0,,0.0,0
22.385,22.1,0,,0.0,0
22.386,22.02,0,,0.0,0
22.697,21.93,0,,0.0,0
23.009,21.97,0,,0.0,0
23.334,21.95,0,,0.0,0
23.645,21.98,0,,0.0,0
23.955,22.03,0,,0.0,0
24.265,22.0,0,,0.0,0
24.574,22.17,0,,0.0,0
24.885,22.07,0,,0.0,0
25.194,22.03,0,,0.0,0
25.519,22.03,0,,0.0,0
25.824,21.97,,53.68,0.0,0
26.134,22.08,,100.0,0.0,0
26.451,22.12,,100.0,0.0,0
26.757,22.13,,100.0,0.0,0
27.074,22.12,,100.0,0.0,0
27.382,22.08,,100.0,0.0,0
27.709,22.1,,100.0,0.0,0
28.007,22.08,,100.0,0.0,0
28.334,22.05,,100.0,0.0,0
28.646,22.08,,100.0,0.0,0
28.957,22.05,,100.0,0.0,0
29.257,22.13,,100.0,0.0,0
29.579,22.23,,100.0,0.0,0
29.892,22.27,,100.0,0.0,0
30.205,22.25,,100.0,0.0,0
30.206,22.22,,100.0,0.0,0
30.514,22.22,,100.0,0.0,0
30.825,22.25,,100.0,0.0,0
31.135,22.38,,100.0,0.0,0
31.459,22.38,,100.0,0.0,0
31.773,22.38,,100.0,0.0,0
32.1,22.37,,100.0,0.0,0
32.413,22.27,,100.0,0.0,0
32.726,22.28,,100.0,0.0,0
33.038,22.32,,100.0,0.0,0
33.363,22.35,,100.0,0.0,0
33.672,22.35,,100.0,0.0,0
33.982,22.4,,100.0,0.0,0
34.292,22.4,,100.0,0.0,0
34.603,22.5,,100.0,0.0,0
34.916,22.45,,100.0,0.0,0
35.225,22.43,,100.0,0.0,0
35.553,22.43,,100.0,0.0,0
35.862,22.38,,100.0,0.0,0
36.171,22.4,,100.0,0.0,0
36.479,22.38,,100.0,0.0,0
36.79,22.47,,100.0,0.0,0
37.101,22.47,,100.0,0.0,0
37.414,22.47,,100.0,0.0,0
37.725,22.5,,100.0,0.0,0
38.053,22.52,,100.0,0.0,0
38.054,22.52,,100.0,0.0,0
38.364,22.57,,100.0,0.0,0
38.675,22.57,,100.0,0.0,0
38.985,22.6,,100.0,0.0,0
39.292,22.7,,100.0,0.0,0
39.604,22.7,,100.0,0.0,0
39.915,22.73,,100.0,0.0,0
40.227,22.72,,100.0,0.0,0
40.538,22.73,,100.0,0.0,0
40.864,22.75,,100.0,0.0,0
41.174,22.79,,100.0,0.0,0
41.485,22.82,,100.0,0.0,0
41.796,22.8,,100.0,0.0,0
42.106,22.8,,100.0,0.0,0
42.422,22.7,,100.0,0.0,0
42.737,22.63,,100.0,0.0,0
43.048,22.7,,100.0,0.0,0
43.364,22.7,,100.0,0.0,0
43.673,22.89,,100.0,0.0,0
43.982,23.02,,100.0,0.0,0
44.291,22.94,,100.0,0.0,0
44.614,22.92,,100.0,0.0,0
44.925,22.94,,100.0,0.0,0
45.233,22.8,,100.0,0.0,0
45.544,22.87,,100.0,0.0,0
45.854,22.87,,100.0,0.0,0
46.163,22.84,,100.0,0.0,0
46.164,22.89,,100.0,0.0,0
46.489,22.95,,100.0,0.0,0
46.798,22.95,,100.0,0.0,0
47.108,22.95,,100.0,0.0,0
47.418,22.9,,100.0,0.0,0
47.73,22.9,,100.0,0.0,0
48.039,22.94,,100.0,0.0,0
48.365,22.95,,100.0,0.0,0
48.663,23.02,,100.0,0.0,0
48.987,22.99,,100.0,0.0,0
49.297,22.99,,100.0,0.0,0
49.608,23.0,,100.0,0.0,0
49.92,22.99,,100.0,0.0,0
50.229,23.02,,100.0,0.0,0
50.542,23.02,,100.0,0.0,0
50.854,23.0,,100.0,0.0,0
51.165,23.09,,100.0,0.0,0
51.476,23.15,,100.0,0.0,0
51.788,23.14,,100.0,0.0,0
52.111,23.14,,100.0,0.0,0
52.422,23.15,,100.0,0.0,0
52.731,23.09,,100.0,0.0,0
53.042,23.1,,100.0,0.0,0
53.357,23.17,,100.0,0.0,0
53.667,23.19,,100.0,0.0,0
53.977,23.24,,100.0,0.0,0
54.289,23.22,,100.0,0.0,0
54.29,23.15,,100.0,0.0,0
54.612,23.17,,100.0,0.0,0
54.924,23.17,,100.0,0.0,0
55.232,23.1,,100.0,0.0,0
55.542,23.24,,100.0,0.0,0
55.854,23.17,,100.0,0.0,0
56.164,23.15,,100.0,0.0,0
56.487,23.24,,100.0,0.0,0
56.799,23.25,,100.0,0.0,0
57.108,23.12,,100.0,0.0,0
57.418,23.17,,100.0,0.0,0
57.729,23.19,,100.0,0.0,0
58.04,23.19,,100.0,0.0,0
58.35,23.3,,100.0,0.0,0
58.676,23.32,,100.0,0.0,0
58.987,23.27,,100.0,0.0,0
59.299,23.32,,100.0,0.0,0
59.613,23.3,,100.0,0.0,0
59.924,23.25,,100.0,0.0,0
60.234,23.34,,100.0,0.0,0
60.543,23.37,,100.0,0.0,0
60.853,23.41,,100.0,0.0,0
61.177,23.46,,100.0,0.0,0
61.488,23.39,,100.0,0.0,0
61.799,23.3,,100.0,0.0,0
62.11,23.37,,100.0,0.0,0
62.111,23.29,,100.0,0.0,0
62.421,23.39,,100.0,0.0,0
62.734,23.37,,100.0,0.0,0
63.043,23.36,,100.0,0.0,0
63.355,23.44,,100.0,0.0,0
63.665,23.44,,100.0,0.0,0
63.976,23.56,,100.0,0.0,0
64.289,23.54,,100.0,0.0,0
64.6,23.51,,100.0,0.0,0
64.923,23.51,,100.0,0.0,0
65.235,23.49,,100.0,0.0,0
65.546,23.57,,100.0,0.0,0
65.851,23.61,,100.0,0.0,0
66.172,23.66,,100.0,0.0,0
66.483,23.67,,100.0,0.0,0
66.794,23.57,,100.0,0.0,0
67.1,23.64,,100.0,0.0,0
67.418,23.66,,100.0,0.0,0
67.73,23.62,,100.0,0.0,0
68.041,23.71,,100.0,0.0,0
68.352,23.67,,100.0,0.0,0
68.665,23.64,,100.0,0.0,0
68.987,23.64,,100.0,0.0,0
69.298,23.62,,100.0,0.0,0
69.61,23.64,,100.0,0.0,0
69.921,23.67,,100.0,0.0,0
70.231,23.73,,100.0,0.0,0
70.542,23.74,,100.0,0.0,0
70.543,23.76,,100.0,0.0,0
70.856,23.78,,100.0,0.0,0
71.167,23.78,,100.0,0.0,0
71.481,23.83,,100.0,0.0,0
71.791,23.83,,100.0,0.0,0
72.104,23.81,,100.0,0.0,0
72.417,23.84,,100.0,0.0,0
72.725,23.79,,100.0,0.0,0
73.04,23.86,,100.0,0.0,0
73.362,23.89,,100.0,0.0,0
73.674,23.89,,100.0,0.0,0
73.977,23.94,,100.0,0.0,0
74.298,23.94,,100.0,0.0,0
74.611,23.91,,100.0,0.0,0
74.922,23.93,,100.0,0.0,0
75.235,24.01,,100.0,0.0,0
75.543,23.99,,100.0,0.0,0
75.854,23.98,,100.0,0.0,0
76.166,23.94,,100.0,0.0,0
76.478,23.78,,100.0,0.0,0
76.802,23.79,,100.0,0.0,0
77.116,23.83,,100.0,0.0,0
77.427,23.88,,100.0,0.0,0
77.737,23.98,,100.0,0.0,0
78.046,24.01,,100.0,0.0,0
78.356,24.01,,100.0,0.0,0
78.671,23.91,,100.0,0.0,0
78.672,23.89,,100.0,0.0,0
78.983,23.98,,100.0,0.0,0
