Tiempo,Temperatura (°C),Potencia Luz (%),Potencia Luz Aplicada (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
0.001,21.1,,38.0,0.0,0
0.002,21.12,,38.0,0.0,0
0.261,21.1,,38.0,0.0,0
0.569,21.1,,38.0,0.0,0
0.882,21.08,,38.0,0.0,0
1.195,21.12,,38.0,0.0,0
1.51,21.1,,38.0,0.0,0
1.821,21.15,,38.0,0.0,0
2.133,21.12,,38.0,0.0,0
2.445,21.05,,39.0,0.0,0
2.76,21.07,,39.0,0.0,0
3.072,21.03,,39.0,0.0,0
3.373,21.02,,39.0,0.0,0
3.69,21.07,,39.0,0.0,0
4.005,21.03,,39.0,0.0,0
4.319,21.08,,39.0,0.0,0
4.632,21.13,,39.0,0.0,0
4.946,21.1,,39.0,0.0,0
5.257,21.18,,38.0,0.0,0
5.566,21.23,,38.0,0.0,0
5.878,21.25,,38.0,0.0,0
6.189,21.4,,38.0,0.0,0
6.5,21.37,,38.0,0.0,0
6.811,21.32,,38.0,0.0,0
7.138,21.25,,38.0,0.0,0
7.139,21.15,,39.0,0.0,0
7.463,21.12,,39.0,0.0,0
7.771,21.12,,39.0,0.0,0
8.082,21.17,,39.0,0.0,0
8.395,21.18,,39.0,0.0,0
8.708,21.22,,39.0,0.0,0
9.02,21.17,,39.0,0.0,0
9.328,21.22,,39.0,0.0,0
9.652,21.23,,39.0,0.0,0
9.964,21.28,,39.0,0.0,0
10.272,21.35,,38.0,0.0,0
10.581,21.4,,38.0,0.0,0
10.894,21.47,,38.0,0.0,0
11.204,21.42,,38.0,0.0,0
11.514,21.35,,39.0,0.0,0
11.841,21.37,,39.0,0.0,0
12.169,21.27,,39.0,0.0,0
12.466,21.25,,39.0,0.0,0
12.793,21.33,,39.0,0.0,0
13.103,21.33,,39.0,0.0,0
13.418,21.3,,39.0,0.0,0
13.73,21.23,,39.0,0.0,0
13.731,21.15,,40.0,0.0,0
14.04,21.18,,40.0,0.0,0
14.35,21.27,,39.0,0.0,0
14.663,21.3,,39.0,0.0,0
14.973,21.43,,39.0,0.0,0
15.285,21.4,,39.0,0.0,0
15.596,21.18,,40.0,0.0,0
15.905,21.22,,40.0,0.0,0
