Tiempo,Temperatura (°C),Potencia Luz (%),Potencia Luz Aplicada (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
0.002,23.78,0,,0.0,0
0.324,24.03,0,,0.0,0
0.623,23.73,0,,0.0,0
0.938,24.0,0,,0.0,0
1.25,24.0,0,,0.0,0
1.57,23.88,0,,0.0,0
1.883,24.06,0,,0.0,0
2.196,23.94,0,,0.0,0
2.499,23.62,0,,0.0,0
2.815,23.44,0,,0.0,0
3.124,23.32,0,,0.0,0
3.436,23.37,0,,0.0,0
3.749,23.46,0,,0.0,0
4.068,23.39,0,,0.0,0
4.38,23.54,0,,0.0,0
4.687,23.73,0,,0.0,0
4.999,23.79,0,,0.0,0
5.002,23.88,0,,0.0,0
5.324,23.74,0,,0.0,0
5.636,23.71,0,,0.0,0
5.944,23.56,0,,0.0,0
6.257,23.68,0,,0.0,0
6.566,23.84,0,,0.0,0
6.874,23.89,0,,0.0,0
7.194,23.89,0,,0.0,0
7.504,23.78,0,,0.0,0
7.815,23.52,0,,0.0,0
8.126,23.54,0,,0.0,0
8.447,23.61,0,,0.0,0
8.754,23.73,0,,0.0,0
9.066,23.83,0,,0.0,0
9.375,23.81,0,,0.0,0
9.686,23.81,0,,0.0,0
10.013,23.73,0,,0.0,0
10.324,23.71,0,,0.0,0
10.632,23.73,0,,0.0,0
10.945,23.54,0,,0.0,0
11.254,23.44,0,,0.0,0
11.565,23.57,0,,0.0,0
11.873,23.56,0,,0.0,0
12.198,23.66,0,,0.0,0
12.509,23.91,0,,0.0,0
12.817,23.89,0,,0.0,0
12.821,23.46,0,,0.0,0
13.128,23.39,0,,0.0,0
13.437,23.29,0,,0.0,0
13.75,23.41,0,,0.0,0
14.073,23.84,0,,0.0,0
14.385,23.93,0,,0.0,0
14.693,23.96,0,,0.0,0
15.005,24.05,0,,0.0,0
15.315,23.98,0,,0.0,0
15.624,24.08,0,,0.0,0
15.951,24.05,0,,0.0,0
16.259,23.76,0,,0.0,0
16.568,23.69,0,,0.0,0
16.876,23.41,0,,0.0,0
17.185,23.24,0,,0.0,0
17.51,23.25,0,,0.0,0
17.82,23.39,0,,0.0,0
18.13,23.54,0,,0.0,0
18.443,23.74,0,,0.0,0
18.752,23.79,0,,0.0,0
19.06,23.59,0,,0.0,0
19.385,23.52,0,,0.0,0
19.697,23.41,0,,0.0,0
20.005,23.42,0,,0.0,0
20.313,23.62,0,,0.0,0
20.624,23.69,0,,0.0,0
20.949,23.69,0,,0.0,0
20.953,23.52,0,,0.0,0
21.256,23.59,0,,0.0,0
21.569,23.78,0,,0.0,0
21.88,23.71,0,,0.0,0
22.19,23.73,0,,0.0,0
22.501,23.78,0,,0.0,0
22.81,23.84,0,,0.0,0
23.137,23.83,0,,0.0,0
23.445,23.76,0,,0.0,0
23.754,23.76,0,,0.0,0
24.063,23.78,0,,0.0,0
24.377,23.54,0,,0.0,0
24.685,23.64,0,,0.0,0
25.012,23.51,0,,0.0,0
25.323,23.24,0,,0.0,0
25.631,23.34,0,,0.0,0
25.944,23.3,0,,0.0,0
26.254,23.49,0,,0.0,0
26.564,23.62,0,,0.0,0
26.875,23.59,0,,0.0,0
27.198,23.71,0,,0.0,0
27.507,23.78,0,,0.0,0
27.817,24.08,0,,0.0,0
28.125,24.16,0,,0.0,0
28.436,24.21,0,,0.0,0
28.761,24.06,0,,0.0,0
29.072,23.84,0,,0.0,0
29.378,23.73,0,,0.0,0
29.382,23.64,0,,0.0,0
29.687,23.44,0,,0.0,0
29.998,23.51,0,,0.0,0
30.323,23.54,0,,0.0,0
30.63,23.66,0,,0.0,0
30.937,24.13,0,,0.0,0
31.261,24.03,0,,0.0,0
31.568,23.88,0,,0.0,0
31.876,23.84,0,,0.0,0
32.201,23.66,0,,0.0,0
32.51,23.84,0,,0.0,0
32.817,23.94,0,,0.0,0
33.124,23.86,0,,0.0,0
33.436,23.71,0,,0.0,0
33.76,23.62,0,,0.0,0
34.07,23.62,0,,0.0,0
34.379,23.73,0,,0.0,0
34.688,23.93,0,,0.0,0
35.011,23.94,0,,0.0,0
35.323,23.76,0,,0.0,0
35.634,23.58,0,,0.0,0
35.942,23.32,0,,0.0,0
36.253,23.2,0,,0.0,0
36.565,23.32,0,,0.0,0
36.874,23.73,0,,0.0,0
37.199,23.83,0,,0.0,0
