Tiempo,Temperatura (°C),Potencia Luz (%),Potencia Luz Aplicada (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
0.084,22.47,0,,0.0,0
0.395,22.5,0,,0.0,0
0.709,22.58,0,,0.0,0
1.019,22.55,0,,0.0,0
1.332,22.5,0,,0.0,0
1.645,22.48,0,,0.0,0
1.956,22.37,0,,0.0,0
2.266,22.48,0,,0.0,0
2.267,22.47,0,,0.0,0
2.577,22.55,0,,0.0,0
2.891,22.35,0,,0.0,0
3.202,22.25,0,,0.0,0
3.513,22.3,0,,0.0,0
3.838,22.27,0,,0.0,0
4.148,22.42,0,,0.0,0
4.458,22.35,0,,0.0,0
4.769,22.35,0,,0.0,0
5.08,22.43,0,,0.0,0
5.394,22.48,0,,0.0,0
5.704,22.52,0,,0.0,0
6.016,22.5,0,,0.0,0
6.339,22.53,0,,0.0,0
6.651,22.47,0,,0.0,0
6.963,22.4,0,,0.0,0
7.275,22.47,0,,0.0,0
7.585,22.42,0,,0.0,0
7.897,22.42,0,,0.0,0
8.209,22.45,0,,0.0,0
8.519,22.37,0,,0.0,0
8.83,22.27,0,,0.0,0
9.142,22.35,0,,0.0,0
9.452,22.43,0,,30.0,0
9.765,22.5,0,,30.0,0
10.089,22.43,0,,30.0,0
10.402,22.35,0,,90.0,0
10.403,22.45,0,,90.0,0
10.701,22.38,0,,90.0,0
11.013,22.42,0,,90.0,0
11.336,22.5,0,,30.0,0
11.648,22.23,0,,30.0,0
11.958,22.22,0,,30.0,0
12.27,22.28,0,,90.0,0
12.583,22.25,0,,90.0,0
12.894,22.32,0,,90.0,0
13.205,22.42,0,,240.0,0
13.516,22.33,0,,240.0,0
13.829,22.25,0,,240.0,0
14.141,22.27,0,,240.0,0
14.452,22.28,0,,90.0,0
14.763,22.25,0,,90.0,0
15.076,22.38,0,,90.0,0
15.388,22.37,0,,240.0,0
15.704,22.25,0,,240.0,0
16.021,22.28,0,,240.0,0
16.337,21.95,0,,180.0,0
16.638,22.02,0,,180.0,0
16.953,22.15,0,,180.0,0
17.278,22.17,0,,180.0,0
17.604,22.45,0,,0.0,0
17.915,22.45,0,,0.0,0
18.226,22.4,0,,0.0,0
18.226,22.4,0,,0.0,0
18.536,22.3,0,,0.0,0
18.844,22.13,0,,0.0,0
19.155,22.08,0,,0.0,0
19.468,22.1,0,,0.0,0
19.778,22.17,0,,0.0,0
20.104,22.15,0,,0.0,0
20.416,22.3,0,,0.0,0
20.729,22.13,0,,0.0,0
21.042,22.12,0,,0.0,0
21.354,22.15,0,,0.0,0
21.664,22.03,0,,0.0,0
21.974,22.2,0,,0.0,0
22.287,22.27,0,,0.0,0
22.6,22.4,0,,0.0,0
22.911,22.48,0,,0.0,0
23.223,22.5,0,,0.0,0
23.534,22.4,0,,0.0,0
23.845,22.35,0,,0.0,0
24.156,22.28,0,,0.0,0
24.467,22.23,0,,0.0,0
24.779,22.3,0,,0.0,0
25.091,22.37,0,,0.0,0
25.404,22.45,0,,0.0,0
25.715,22.42,0,,0.0,0
26.028,22.33,0,,0.0,0
26.355,22.32,0,,0.0,0
26.356,22.37,0,,300.0,0
26.667,22.38,0,,300.0,0
26.978,22.4,0,,300.0,0
27.288,22.43,0,,270.0,0
27.6,22.35,0,,270.0,0
27.914,22.27,0,,270.0,0
28.227,22.2,0,,0.0,0
28.54,22.17,0,,0.0,0
28.853,22.27,0,,0.0,0
29.162,22.2,0,,0.0,0
29.473,22.43,0,,0.0,0
29.784,22.77,0,,0.0,0
30.095,22.64,0,,0.0,0
30.407,22.67,0,,0.0,0
30.717,22.7,0,,0.0,0
31.028,22.2,0,,0.0,0
31.34,22.48,0,,0.0,0
31.667,22.43,0,,0.0,0
31.979,22.52,0,,0.0,0
32.293,22.33,0,,0.0,0
32.62,22.38,0,,0.0,0
32.931,22.3,0,,0.0,0
33.241,22.25,0,,0.0,0
33.552,22.52,0,,0.0,0
33.865,22.37,0,,0.0,0
34.173,22.33,0,,0.0,0
34.174,22.33,0,,0.0,0
34.485,22.28,0,,0.0,0
34.795,22.32,0,,0.0,0
35.119,22.33,0,,0.0,0
35.433,22.33,0,,0.0,0
35.745,22.32,0,,0.0,0
36.056,22.37,0,,0.0,0
36.369,22.52,0,,0.0,0
36.679,22.5,0,,0.0,0
36.991,22.52,0,,0.0,0
37.303,22.8,0,,0.0,0
37.616,22.7,0,,0.0,0
37.926,22.84,0,,0.0,0
38.235,22.82,0,,0.0,0
38.547,22.43,0,,0.0,0
38.857,22.47,0,,0.0,0
39.184,22.37,0,,0.0,0
39.495,22.3,0,,0.0,0
39.807,22.43,0,,0.0,0
40.119,22.37,0,,0.0,0
40.43,22.28,0,,0.0,0
40.741,22.32,0,,0.0,0
41.053,22.23,0,,0.0,0
41.366,22.02,0,,0.0,0
41.675,22.15,0,,0.0,0
41.986,22.05,0,,0.0,0
41.987,22.05,0,,0.0,0
42.3,22.03,0,,0.0,0
42.611,22.28,0,,0.0,0
42.922,22.35,0,,0.0,0
43.236,22.33,0,,0.0,0
43.548,22.42,0,,0.0,0
43.858,22.4,0,,0.0,0
44.169,22.25,0,,0.0,0
44.496,22.48,0,,0.0,0
44.794,22.55,0,,0.0,0
45.106,22.4,0,,0.0,0
45.428,22.47,0,,0.0,0
45.738,22.67,0,,0.0,0
46.048,22.52,0,,0.0,0
46.359,22.62,0,,0.0,0
46.671,22.53,0,,0.0,0
46.982,22.55,0,,0.0,0
47.296,22.45,0,,0.0,0
47.609,22.35,0,,0.0,0
47.924,22.32,0,,0.0,0
48.235,22.23,0,,0.0,0
48.548,22.25,0,,0.0,0
48.862,22.17,0,,0.0,0
49.174,22.17,0,,0.0,0
49.484,22.17,0,,0.0,0
49.795,22.15,0,,0.0,0
50.106,22.23,0,,0.0,0
50.418,22.43,0,,0.0,0
50.745,22.43,0,,0.0,0
50.746,22.48,0,,0.0,0
51.056,22.62,0,,0.0,0
51.369,22.7,0,,0.0,0
51.681,22.79,0,,0.0,0
51.993,22.82,0,,0.0,0
52.307,22.7,0,,0.0,0
52.617,22.55,0,,0.0,0
52.928,22.23,0,,0.0,0
53.24,21.95,0,,0.0,0
53.551,21.95,0,,0.0,0
53.862,21.9,0,,0.0,0
54.173,22.05,0,,0.0,0
54.483,22.28,0,,0.0,0
54.794,22.23,0,,0.0,0
55.12,22.22,0,,0.0,0
55.431,22.22,0,,0.0,0
55.742,22.32,0,,0.0,0
56.053,22.53,0,,0.0,0
56.364,22.62,0,,0.0,0
56.675,22.58,0,,0.0,0
56.987,22.5,0,,0.0,0
57.299,22.28,0,,0.0,0
57.614,22.38,0,,0.0,0
57.923,22.35,0,,0.0,0
58.234,22.25,0,,0.0,0
58.547,22.27,0,,0.0,0
58.548,22.28,0,,0.0,0
58.859,22.25,0,,0.0,0
59.171,22.23,0,,0.0,0
59.495,22.35,0,,0.0,0
59.807,22.52,0,,0.0,0
60.117,22.59,0,,0.0,0
60.43,22.4,0,,0.0,0
60.742,21.97,0,,0.0,0
61.055,21.82,0,,0.0,0
61.367,21.83,0,,0.0,0
61.678,21.8,0,,0.0,0
61.99,22.13,0,,0.0,0
62.301,22.03,0,,0.0,0
62.614,22.05,0,,0.0,0
62.924,22.18,0,,0.0,0
63.237,22.25,0,,0.0,0
63.547,22.35,0,,0.0,0
63.86,22.57,0,,0.0,0
64.169,22.6,0,,0.0,0
64.495,22.62,0,,0.0,0
64.803,22.62,0,,0.0,0
65.117,22.42,0,,0.0,0
65.427,22.33,0,,0.0,0
65.739,22.27,0,,0.0,0
66.05,22.25,0,,0.0,0
66.36,22.07,0,,0.0,0
66.672,22.02,0,,0.0,0
66.983,22.05,0,,0.0,0
66.984,22.18,0,,0.0,0
67.294,22.32,0,,0.0,0
67.621,22.43,0,,0.0,0
67.932,22.58,0,,0.0,0
