Tiempo,Temperatura (°C),Potencia Luz (%),Potencia Luz Aplicada (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
0.035,21.82,0,,0.0,0
0.348,21.52,0,,0.0,0
0.659,21.47,0,,0.0,0
0.972,21.62,0,,0.0,0
1.282,21.35,0,,0.0,0
1.593,21.47,0,,0.0,0
1.909,21.48,0,,0.0,0
2.21,21.3,0,,0.0,0
2.527,21.58,0,,0.0,0
2.528,21.68,0,,0.0,0
2.842,21.72,0,,0.0,0
3.152,21.6,0,,0.0,0
3.464,21.55,0,,0.0,0
3.776,21.52,0,,0.0,0
4.088,21.63,0,,0.0,0
4.399,21.78,0,,0.0,0
4.712,21.75,0,,0.0,0
5.023,21.68,0,,0.0,0
5.334,21.67,0,,0.0,0
5.646,21.53,0,,0.0,0
5.959,21.48,0,,0.0,0
6.285,21.47,0,,0.0,0
6.596,21.43,0,,0.0,0
6.907,21.52,0,,0.0,0
7.219,21.72,0,,0.0,0
7.529,21.63,0,,0.0,0
7.842,21.57,0,,0.0,0
8.15,21.42,0,,0.0,0
8.464,21.33,0,,0.0,0
8.775,21.58,0,,0.0,0
9.084,21.78,0,,0.0,0
9.41,21.8,0,,0.0,0
9.719,21.6,0,,0.0,0
10.03,21.47,0,,0.0,0
10.341,21.4,0,,0.0,0
10.651,21.28,0,,0.0,0
10.652,21.43,0,,0.0,0
10.965,21.38,0,,0.0,0
11.277,21.32,0,,0.0,0
11.587,21.48,0,,0.0,0
11.901,21.62,0,,0.0,0
12.212,21.78,0,,0.0,0
12.526,21.78,0,,0.0,0
12.836,21.88,0,,0.0,0
13.152,21.75,0,,0.0,0
13.464,21.8,0,,0.0,0
13.775,21.92,0,,0.0,0
14.086,21.83,0,,0.0,0
14.397,21.97,0,,0.0,0
14.708,21.82,0,,0.0,0
15.022,21.9,0,,0.0,0
15.347,21.8,0,,0.0,0
15.659,21.77,0,,0.0,0
15.971,21.8,0,,0.0,0
16.282,21.8,0,,0.0,0
16.593,22.02,0,,0.0,0
16.907,21.97,0,,0.0,0
17.219,21.92,0,,0.0,0
17.53,21.8,0,,0.0,0
17.84,21.83,0,,0.0,0
18.151,21.75,0,,0.0,0
18.461,21.75,0,,0.0,0
18.772,21.8,0,,0.0,0
19.097,21.68,0,,0.0,0
19.098,21.45,0,,0.0,0
19.407,21.3,0,,0.0,0
19.718,21.28,0,,0.0,0
20.028,21.45,0,,0.0,0
20.339,21.63,0,,0.0,0
20.651,21.73,0,,0.0,0
20.961,21.62,0,,0.0,0
21.273,21.58,0,,0.0,0
